A;101;20041116 08:17;PDANN;
B;101;1053859;1;20041116 08:17;;;10;ALBION ST;SANCTUARY POINT;2540;556.4;M;20040928;20041018;187000;A;R;RESIDENCE;;ND;;0;AB60346;
C;101;1053859;1;20041116 08:17;2702/235029;
D;101;1053859;1;20041116 08:17;P;;;;;;
D;101;1053859;1;20041116 08:17;V;;;;;;
B;101;1054225;2;20041116 08:17;;;8;ANDREW CRES;WORRIGEE;2540;1010;M;20041005;20041022;379000;A;R;RESIDENCE;;GJ;;0;AB76704;
C;101;1054225;2;20041116 08:17;49/808220;
D;101;1054225;2;20041116 08:17;P;;;;;;
D;101;1054225;2;20041116 08:17;V;;;;;;
D;101;1054225;2;20041116 08:17;V;;;;;;
B;101;1054269;3;20041116 08:17;;;55;ANGLERS PDE;FISHERMANS PARADISE;2539;784.1;M;19991015;19991202;19500;Z;R;RESIDENCE;;WA;;50;AB77477;
C;101;1054269;3;20041116 08:17;212/26974;
D;101;1054269;3;20041116 08:17;P;;;;;;
D;101;1054269;3;20041116 08:17;P;;;;;;
D;101;1054269;3;20041116 08:17;V;;;;;;
B;101;1057189;4;20041116 08:17;;;8;BOLT ST;SHOALHAVEN HEADS;2535;853.6;M;20040922;20041027;350000;A;R;RESIDENCE;;FW;;0;AB86279;
C;101;1057189;4;20041116 08:17;14/244509;
D;101;1057189;4;20041116 08:17;P;;;;;;
D;101;1057189;4;20041116 08:17;V;;;;;;
D;101;1057189;4;20041116 08:17;V;;;;;;
B;101;1057210;5;20041116 08:17;;;39;BOMBORA CRES;MOLLYMOOK BEACH;2539;626;M;20040805;20041014;390000;A;R;RESIDENCE;;YA;;0;AB55994;
C;101;1057210;5;20041116 08:17;806/232171;
D;101;1057210;5;20041116 08:17;P;;;;;;
D;101;1057210;5;20041116 08:17;P;;;;;;
D;101;1057210;5;20041116 08:17;V;;;;;;
B;101;1057703;6;20041116 08:17;;;;BOWEN ST;TOMERONG;2540;1752;M;20041012;20041012;12500;R;V;VACANT LAND;;LH;;0;AB71686;
C;101;1057703;6;20041116 08:17;56/11629;
D;101;1057703;6;20041116 08:17;P;;;;;;
D;101;1057703;6;20041116 08:17;P;;;;;;
D;101;1057703;6;20041116 08:17;V;;;;;;
D;101;1057703;6;20041116 08:17;V;;;;;;
D;101;1057703;6;20041116 08:17;V;;;;;;
D;101;1057703;6;20041116 08:17;V;;;;;;
B;101;1058410;7;20041116 08:17;;;11;BRUCE ST;ST GEORGES BASIN;2540;784.1;M;20040914;20041019;310000;A;3;;;PL;;0;AB70743;
C;101;1058410;7;20041116 08:17;93/25769;
D;101;1058410;7;20041116 08:17;P;;;;;;
D;101;1058410;7;20041116 08:17;P;;;;;;
D;101;1058410;7;20041116 08:17;V;;;;;;
B;101;1058419;8;20041116 08:17;;;10;BRUCE ST;ST GEORGES BASIN;2540;;;20041001;20041001;200000;A;R;RESIDENCE;;PL;;0;AB75168;
C;101;1058419;8;20041116 08:17;74/25769;
D;101;1058419;8;20041116 08:17;P;;;;;;
D;101;1058419;8;20041116 08:17;V;;;;;;
B;101;1058498;9;20041116 08:17;;;415;BTU RD;NOWRA HILL;2541;2.025;H;20040908;20041013;452000;R;R;RESIDENCE;;RS;;0;AB52748;
C;101;1058498;9;20041116 08:17;1/581824;
D;101;1058498;9;20041116 08:17;P;;;;;;
D;101;1058498;9;20041116 08:17;P;;;;;;
D;101;1058498;9;20041116 08:17;V;;;;;;
D;101;1058498;9;20041116 08:17;V;;;;;;
B;101;1058533;10;20041116 08:17;;;31;BUCHAN ST;MOLLYMOOK;2539;644.9;M;20040906;20041026;873000;A;R;RESIDENCE;;YC;;0;AB65648;
C;101;1058533;10;20041116 08:17;21/237687;
D;101;1058533;10;20041116 08:17;P;;;;;;
D;101;1058533;10;20041116 08:17;V;;;;;;
B;101;1060084;11;20041116 08:17;;;21;CARMEL DR;SANCTUARY POINT;2540;689.8;M;20040908;20041103;230000;A;R;RESIDENCE;;ND;;0;AB68033;
C;101;1060084;11;20041116 08:17;183/249426;
D;101;1060084;11;20041116 08:17;P;;;;;;
D;101;1060084;11;20041116 08:17;V;;;;;;
D;101;1060084;11;20041116 08:17;V;;;;;;
B;101;1060466;12;20041116 08:17;;;11;CASUARINA CL;BURRILL LAKE;2539;738.9;M;20040903;20041026;552500;A;R;RESIDENCE;;ZB;;0;AB54293;
C;101;1060466;12;20041116 08:17;44/264616;
D;101;1060466;12;20041116 08:17;P;;;;;;
D;101;1060466;12;20041116 08:17;P;;;;;;
D;101;1060466;12;20041116 08:17;V;;;;;;
D;101;1060466;12;20041116 08:17;V;;;;;;
