A;062;20040817 09:48;PDANN;
B;062;535910;1;20040817 09:48;;;4;WALOONA WAY;JERILDERIE;2716;1000;M;20040519;20040630;8000;Z;V;VACANT LAND;;ZA;;0;AA864912;
C;062;535910;1;20040817 09:48;3//828925;
D;062;535910;1;20040817 09:48;P;;;;;;
D;062;535910;1;20040817 09:48;P;;;;;;
D;062;535910;1;20040817 09:48;V;;;;;;
B;062;535918;2;20040817 09:48;;;;WEST ST;JERILDERIE;2716;2415;M;20040531;20040624;10500;Z;V;VACANT LAND;;ZL;;0;AA857817;
C;062;535918;2;20040817 09:48;207//240764;
D;062;535918;2;20040817 09:48;P;;;;;;
D;062;535918;2;20040817 09:48;V;;;;;;
B;062;536308;3;20040817 09:48;;;;PH YANKO;JERILDERIE;2716;1203;H;20040520;20040621;2058000;R;V;VACANT LAND;;RX;;0;AA831963;
C;062;536308;3;20040817 09:48;2//619912 103, 104, 105, 110, 111, 112, 113//756459 Enclosure Permit 2;
C;062;536308;3;20040817 09:48;8688;
D;062;536308;3;20040817 09:48;P;;;;;;
D;062;536308;3;20040817 09:48;P;;;;;;
D;062;536308;3;20040817 09:48;V;;;;;;
Z;17;3;4;8;
