A;144;20041116 08:20;PDANN;
B;144;1559122;1;20041116 08:20;;;85;ACACIA RD N;SUTHERLAND;2232;;;20040930;20041029;487000;A;R;RESIDENCE;;KN;;0;AB77986;
C;144;1559122;1;20041116 08:20;9/17944;
D;144;1559122;1;20041116 08:20;P;;;;;;
D;144;1559122;1;20041116 08:20;V;;;;;;
D;144;1559122;1;20041116 08:20;V;;;;;;
B;144;1559123;2;20041116 08:20;;11;91;ACACIA RD N;SUTHERLAND;2232;;;20040911;20041108;375000;;R;RESIDENCE;11;;;0;AB82736;
C;144;1559123;2;20041116 08:20;11/SP56303;
D;144;1559123;2;20041116 08:20;P;;;;;;
D;144;1559123;2;20041116 08:20;V;;;;;;
D;144;1559123;2;20041116 08:20;V;;;;;;
B;144;1559148;3;20041116 08:20;;10;95;ACACIA RD N;SUTHERLAND;2232;;;20040928;20041022;360000;;R;RESIDENCE;10;;;0;AB62782;
C;144;1559148;3;20041116 08:20;10/SP55962;
D;144;1559148;3;20041116 08:20;P;;;;;;
D;144;1559148;3;20041116 08:20;P;;;;;;
D;144;1559148;3;20041116 08:20;V;;;;;;
D;144;1559148;3;20041116 08:20;V;;;;;;
B;144;1559398;4;20041116 08:20;;;9;ACTON ST;SUTHERLAND;2232;505.9;M;20040917;20041101;485000;A;R;RESIDENCE;;KN;;0;AB75363;
C;144;1559398;4;20041116 08:20;6/14636;
D;144;1559398;4;20041116 08:20;P;;;;;;
D;144;1559398;4;20041116 08:20;P;;;;;;
D;144;1559398;4;20041116 08:20;V;;;;;;
B;144;1560342;5;20041116 08:20;;6;10;ALLISON RD;CRONULLA;2230;;;20040804;20041006;720000;;R;RESIDENCE;6;;;0;AB53254;
C;144;1560342;5;20041116 08:20;6/SP33049;
D;144;1560342;5;20041116 08:20;P;;;;;;
D;144;1560342;5;20041116 08:20;P;;;;;;
D;144;1560342;5;20041116 08:20;V;;;;;;
D;144;1560342;5;20041116 08:20;V;;;;;;
B;144;1560423;6;20041116 08:20;;;33;AMAROO ST;SYLVANIA;2224;556.4;M;20040906;20041019;550000;A;R;RESIDENCE;;EC;;0;AB67116;
C;144;1560423;6;20041116 08:20;3/224980;
D;144;1560423;6;20041116 08:20;P;;;;;;
D;144;1560423;6;20041116 08:20;V;;;;;;
B;144;1560796;7;20041116 08:20;;;3 A;ANZAC AVE;ENGADINE;2233;733.2;M;20040827;20041015;491500;A;R;RESIDENCE;;EQ;;0;AB58179;
C;144;1560796;7;20041116 08:20;43/563304;
D;144;1560796;7;20041116 08:20;P;;;;;;
D;144;1560796;7;20041116 08:20;P;;;;;;
D;144;1560796;7;20041116 08:20;V;;;;;;
D;144;1560796;7;20041116 08:20;V;;;;;;
B;144;1561784;8;20041116 08:20;;;155;ATTUNGA RD;YOWIE BAY;2228;1523;M;20040615;20040907;2105000;A;R;RESIDENCE;;WC;;0;AB61318;
C;144;1561784;8;20041116 08:20;32/592269 LEASE AJOINING PROPERTY Licence 355076;
D;144;1561784;8;20041116 08:20;P;;;;;;
D;144;1561784;8;20041116 08:20;P;;;;;;
D;144;1561784;8;20041116 08:20;V;;;;;;
D;144;1561784;8;20041116 08:20;V;;;;;;
B;144;1562103;9;20041116 08:20;;;28;AUBURN ST N;SUTHERLAND;2232;;;20040915;20041026;527500;A;R;RESIDENCE;;KN;;0;AB57071;
C;144;1562103;9;20041116 08:20;1/17944;
D;144;1562103;9;20041116 08:20;P;;;;;;
D;144;1562103;9;20041116 08:20;V;;;;;;
B;144;1562672;10;20041116 08:20;;;22;BAKER ST;BUNDEENA;2230;654.2;M;20040906;20041004;582000;A;R;RESIDENCE;;CC;;0;AB80424;
C;144;1562672;10;20041116 08:20;812/561324;
D;144;1562672;10;20041116 08:20;P;;;;;;
D;144;1562672;10;20041116 08:20;P;;;;;;
D;144;1562672;10;20041116 08:20;V;;;;;;
D;144;1562672;10;20041116 08:20;V;;;;;;
B;144;1563600;11;20041116 08:20;;;3;BANOOL ST;KAREELA;2232;556.4;M;20040903;20041015;472500;A;R;RESIDENCE;;AS;;0;AB69074;
C;144;1563600;11;20041116 08:20;68/223316;
D;144;1563600;11;20041116 08:20;P;;;;;;
D;144;1563600;11;20041116 08:20;P;;;;;;
D;144;1563600;11;20041116 08:20;V;;;;;;
D;144;1563600;11;20041116 08:20;V;;;;;;
B;144;1565456;12;20041116 08:20;;31;55;BELMONT ST N;SUTHERLAND;2232;;;20040911;20041025;330000;;R;RESIDENCE;31;;;0;AB55507;
C;144;1565456;12;20041116 08:20;31/SP61273;
D;144;1565456;12;20041116 08:20;P;;;;;;
D;144;1565456;12;20041116 08:20;V;;;;;;
B;144;1567686;13;20041116 08:20;;;5;BOREE PL;BANGOR;2234;605.4;M;20040908;20041025;568000;A;R;RESIDENCE;;RC;;0;AB76812;
C;144;1567686;13;20041116 08:20;34/259811;
D;144;1567686;13;20041116 08:20;P;;;;;;
D;144;1567686;13;20041116 08:20;P;;;;;;
D;144;1567686;13;20041116 08:20;V;;;;;;
D;144;1567686;13;20041116 08:20;V;;;;;;
B;144;1567914;14;20041116 08:20;;;52;BOTTLE FOREST RD;HEATHCOTE;2233;;;20040909;20041020;580000;A;R;RESIDENCE;;AZ;;0;AB56697;
C;144;1567914;14;20041116 08:20;153/321396;
D;144;1567914;14;20041116 08:20;P;;;;;;
D;144;1567914;14;20041116 08:20;P;;;;;;
D;144;1567914;14;20041116 08:20;V;;;;;;
D;144;1567914;14;20041116 08:20;V;;;;;;
B;144;1568107;15;20041116 08:20;;21;58;BOX RD;CARINGBAH;2229;;;20041001;20041029;377000;;3;COMMERCIAL;3;;;0;AB66005;
C;144;1568107;15;20041116 08:20;3/SP61655;
D;144;1568107;15;20041116 08:20;P;;;;;;
D;144;1568107;15;20041116 08:20;P;;;;;;
D;144;1568107;15;20041116 08:20;V;;;;;;
D;144;1568107;15;20041116 08:20;V;;;;;;
D;144;1568107;15;20041116 08:20;V;;;;;;
B;144;1568168;16;20041116 08:20;;;2;KIAMA ST;MIRANDA;2228;1410;M;20040701;20040701;242500;I;3;FACTORY;;FM;;0;AB27161;
C;144;1568168;16;20041116 08:20;1/504896;
D;144;1568168;16;20041116 08:20;P;;;;;;
D;144;1568168;16;20041116 08:20;P;;;;;;
D;144;1568168;16;20041116 08:20;V;;;;;;
D;144;1568168;16;20041116 08:20;V;;;;;;
D;144;1568168;16;20041116 08:20;V;;;;;;
D;144;1568168;16;20041116 08:20;V;;;;;;
D;144;1568168;16;20041116 08:20;V;;;;;;
D;144;1568168;16;20041116 08:20;V;;;;;;
B;144;1568575;17;20041116 08:20;;;33;BRADMAN RD;MENAI;2234;691.1;M;20040902;20041025;516500;A;R;RESIDENCE;;RB;;0;AB61380;
C;144;1568575;17;20041116 08:20;21/260721;
D;144;1568575;17;20041116 08:20;P;;;;;;
D;144;1568575;17;20041116 08:20;P;;;;;;
D;144;1568575;17;20041116 08:20;V;;;;;;
D;144;1568575;17;20041116 08:20;V;;;;;;
B;144;1569971;18;20041116 08:20;;;64;BUNDANOON RD;WORONORA HEIGHTS;2233;665;M;20040805;20041001;603000;A;R;RESIDENCE;;AX;;0;AB53782;
C;144;1569971;18;20041116 08:20;305/791966;
D;144;1569971;18;20041116 08:20;P;;;;;;
D;144;1569971;18;20041116 08:20;P;;;;;;
D;144;1569971;18;20041116 08:20;V;;;;;;
D;144;1569971;18;20041116 08:20;V;;;;;;
B;144;1570297;19;20041116 08:20;;6;20;BURKE RD;CRONULLA;2230;;;20040917;20041020;408000;;R;RESIDENCE;6;;;0;AB67912;
C;144;1570297;19;20041116 08:20;6/SP1689;
D;144;1570297;19;20041116 08:20;P;;;;;;
D;144;1570297;19;20041116 08:20;P;;;;;;
D;144;1570297;19;20041116 08:20;V;;;;;;
D;144;1570297;19;20041116 08:20;V;;;;;;
D;144;1570297;19;20041116 08:20;V;;;;;;
D;144;1570297;19;20041116 08:20;V;;;;;;
B;144;1570297;20;20041116 08:20;;6;20;BURKE RD;CRONULLA;2230;;;20040917;20041020;408000;;R;RESIDENCE;14;;;0;AB67912;
C;144;1570297;20;20041116 08:20;14/SP1689;
D;144;1570297;20;20041116 08:20;P;;;;;;
D;144;1570297;20;20041116 08:20;P;;;;;;
D;144;1570297;20;20041116 08:20;V;;;;;;
D;144;1570297;20;20041116 08:20;V;;;;;;
D;144;1570297;20;20041116 08:20;V;;;;;;
D;144;1570297;20;20041116 08:20;V;;;;;;
B;144;1570363;21;20041116 08:20;;;30;BURLEIGH AVE;CARINGBAH;2229;;;20040927;20041108;600000;A;R;RESIDENCE;;ED;;0;AB79802;
C;144;1570363;21;20041116 08:20;149/16481;
D;144;1570363;21;20041116 08:20;P;;;;;;
D;144;1570363;21;20041116 08:20;V;;;;;;
D;144;1570363;21;20041116 08:20;V;;;;;;
B;144;1572224;22;20041116 08:20;;;130 A;CARINGBAH RD;CARINGBAH;2229;;;20041029;20041029;737500;;R;RESIDENCE;2;;;0;AB59113;
C;144;1572224;22;20041116 08:20;2/SP48591;
D;144;1572224;22;20041116 08:20;P;;;;;;
D;144;1572224;22;20041116 08:20;P;;;;;;
D;144;1572224;22;20041116 08:20;V;;;;;;
D;144;1572224;22;20041116 08:20;V;;;;;;
B;144;1572230;23;20041116 08:20;;;122;CARINGBAH RD;CARINGBAH;2229;;;20040909;20041021;681000;A;R;RESIDENCE;;AC;;0;AB49195;
C;144;1572230;23;20041116 08:20;11/7959;
