A;206;20041019 08:35;PDANN;
B;206;1941632;1;20041019 08:35;;;50;AGAR ST;MARRICKVILLE;2204;;;20040702;20040924;670000;A;R;RESIDENCE;;EG;;0;AB9931;
C;206;1941632;1;20041019 08:35;1/900670;
D;206;1941632;1;20041019 08:35;P;;;;;;
D;206;1941632;1;20041019 08:35;V;;;;;;
B;206;1942707;2;20041019 08:35;;8;11;ARTHUR ST;MARRICKVILLE;2204;;;20040802;20040928;310000;;R;RESIDENCE;8;;;0;AB18710;
C;206;1942707;2;20041019 08:35;8/SP51668;
D;206;1942707;2;20041019 08:35;P;;;;;;
D;206;1942707;2;20041019 08:35;V;;;;;;
B;206;1943889;3;20041019 08:35;;;19;BELMORE ST;ENMORE;2042;297.2;M;20040814;20040913;750000;A;R;RESIDENCE;;ER;;0;AA986536;
C;206;1943889;3;20041019 08:35;1/914114;
D;206;1943889;3;20041019 08:35;P;;;;;;
D;206;1943889;3;20041019 08:35;P;;;;;;
D;206;1943889;3;20041019 08:35;V;;;;;;
B;206;1944711;4;20041019 08:35;;7;40;CAMBRIDGE ST;STANMORE;2048;;;20040830;20040927;360000;;R;RESIDENCE;7;;;0;AA986885;
C;206;1944711;4;20041019 08:35;7/SP45820;
D;206;1944711;4;20041019 08:35;P;;;;;;
D;206;1944711;4;20041019 08:35;V;;;;;;
B;206;1944754;5;20041019 08:35;;3;68;CAMBRIDGE ST;STANMORE;2048;;;20040729;20040907;345000;;R;RESIDENCE;3;;;0;AB1743;
C;206;1944754;5;20041019 08:35;3/SP11513;
D;206;1944754;5;20041019 08:35;P;;;;;;
D;206;1944754;5;20041019 08:35;P;;;;;;
D;206;1944754;5;20041019 08:35;V;;;;;;
B;206;1945405;6;20041019 08:35;;;64;CARDIGAN ST;STANMORE;2048;347.8;M;20040814;20040927;645000;X;R;RESIDENCE;;MA;;0;AB9400;
C;206;1945405;6;20041019 08:35;1/658990;
D;206;1945405;6;20041019 08:35;P;;;;;;
D;206;1945405;6;20041019 08:35;P;;;;;;
D;206;1945405;6;20041019 08:35;P;;;;;;
D;206;1945405;6;20041019 08:35;P;;;;;;
D;206;1945405;6;20041019 08:35;P;;;;;;
D;206;1945405;6;20041019 08:35;V;;;;;;
B;206;1946461;7;20041019 08:35;;;2;CLARA ST;NEWTOWN;2042;126.5;M;19950622;19950817;230000;A;R;RESIDENCE;;ER;;0;AB18441;
C;206;1946461;7;20041019 08:35;1/200141;
D;206;1946461;7;20041019 08:35;P;;;;;;
D;206;1946461;7;20041019 08:35;P;;;;;;
D;206;1946461;7;20041019 08:35;V;;;;;;
D;206;1946461;7;20041019 08:35;V;;;;;;
B;206;1947253;8;20041019 08:35;;;229;CORUNNA RD;PETERSHAM;2049;;;20040903;20041001;495000;A;R;RESIDENCE;;ET;;0;AB16040;
C;206;1947253;8;20041019 08:35;10/5/1106;
D;206;1947253;8;20041019 08:35;P;;;;;;
D;206;1947253;8;20041019 08:35;P;;;;;;
D;206;1947253;8;20041019 08:35;V;;;;;;
B;206;1947917;9;20041019 08:35;;;19;DAY ST;MARRICKVILLE;2204;;;20040819;20041001;490000;A;R;RESIDENCE;;EG;;0;AB8534;
