A;051;20060316 01:22;VALNET;
B;051;507593;1;20060316 01:22;;;23;DEAN ST;TOCUMWAL;2714;834.7;M;20050709;20051124;850000;Z;3;COMMERCIAL;;TR;;0;AC165749;
C;051;507593;1;20060316 01:22;1/657392;
D;051;507593;1;20060316 01:22;P;;;;;;
D;051;507593;1;20060316 01:22;V;;;;;;
B;051;507691;2;20060316 01:22;;;99;DENILIQUIN ST;TOCUMWAL;2714;1012;M;20060123;20060206;200000;Z;R;RESIDENCE;;TR;;0;AC138505;
C;051;507691;2;20060316 01:22;11/566124;
D;051;507691;2;20060316 01:22;P;;;;;;
D;051;507691;2;20060316 01:22;P;;;;;;
D;051;507691;2;20060316 01:22;V;;;;;;
B;051;507884;3;20060316 01:22;;;25;DEAN ST;TOCUMWAL;2714;1922;M;20050709;20051124;850000;Z;3;COMMERCIAL;;TC;;0;AC165749;
C;051;507884;3;20060316 01:22;11/555203;
D;051;507884;3;20060316 01:22;P;;;;;;
D;051;507884;3;20060316 01:22;V;;;;;;
D;051;507884;3;20060316 01:22;V;;;;;;
B;051;507997;4;20060316 01:22;;;22;KELLY ST;TOCUMWAL;2714;7910;M;20060209;20060306;824000;Z;3;MOTEL;;TC;;0;AC164450;
C;051;507997;4;20060316 01:22;1/39743;
D;051;507997;4;20060316 01:22;P;;;;;;
D;051;507997;4;20060316 01:22;P;;;;;;
D;051;507997;4;20060316 01:22;V;;;;;;
B;051;505542;5;20060316 01:22;;;100;FINLEY ST;FINLEY;2713;8448;M;20051028;20060103;410000;Z;3;SHED;;FL;;0;AC146035;
C;051;505542;5;20060316 01:22;11/792623;
D;051;505542;5;20060316 01:22;P;;;;;;
D;051;505542;5;20060316 01:22;V;;;;;;
B;051;505551;6;20060316 01:22;;;45;FINLEY ST;FINLEY;2713;1083;M;20060127;20060216;192500;Z;R;RESIDENCE;;FB;;0;AC160898;
C;051;505551;6;20060316 01:22;4/749417;
D;051;505551;6;20060316 01:22;P;;;;;;
D;051;505551;6;20060316 01:22;P;;;;;;
D;051;505551;6;20060316 01:22;V;;;;;;
B;051;505558;7;20060316 01:22;;;59;FINLEY ST;FINLEY;2713;1083;M;20051222;20060221;225000;Z;R;RESIDENCE;;FB;;0;AC158353;
C;051;505558;7;20060316 01:22;11/749417;
D;051;505558;7;20060316 01:22;P;;;;;;
D;051;505558;7;20060316 01:22;P;;;;;;
D;051;505558;7;20060316 01:22;V;;;;;;
B;051;508215;8;20060316 01:22;;;23;TUPPAL ST;TOCUMWAL;2714;2023;M;20051216;20060215;320000;Z;R;RESIDENCE;;TR;;0;AC143324;
C;051;508215;8;20060316 01:22;2/14/758981;
D;051;508215;8;20060316 01:22;P;;;;;;
D;051;508215;8;20060316 01:22;V;;;;;;
D;051;508215;8;20060316 01:22;V;;;;;;
B;051;506883;9;20060316 01:22;;;21;WILLIAM ST;BERRIGAN;2712;1518;M;20051208;20060206;145000;Z;R;RESIDENCE;;BR;;0;AC157378;
C;051;506883;9;20060316 01:22;12, 13/34/3353;
D;051;506883;9;20060316 01:22;P;;;;;;
D;051;506883;9;20060316 01:22;V;;;;;;
B;051;506953;10;20060316 01:22;;;;NOLANS RD;BAROOGA;3644;90.24;H;20060118;20060217;100000;R;V;VACANT LAND;;RC;;0;AC161035;
C;051;506953;10;20060316 01:22;36/752287;
D;051;506953;10;20060316 01:22;P;;;;;;
D;051;506953;10;20060316 01:22;P;;;;;;
D;051;506953;10;20060316 01:22;V;;;;;;
B;051;504399;11;20060316 01:22;;;52;BARINYA ST;BAROOGA;3644;1264;M;20050906;20051027;99000;Z;R;RESIDENCE;;VB;;0;AC137006;
C;051;504399;11;20060316 01:22;16/248812;
D;051;504399;11;20060316 01:22;P;;;;;;
D;051;504399;11;20060316 01:22;P;;;;;;
D;051;504399;11;20060316 01:22;V;;;;;;
B;051;507307;12;20060316 01:22;;;;BAROOGA RD;TOCUMWAL;2714;2922;M;20060116;20060208;447000;R;R;RESIDENCE;;TH;;0;AC163353;
C;051;507307;12;20060316 01:22;3/285573;
D;051;507307;12;20060316 01:22;P;;;;;;
D;051;507307;12;20060316 01:22;P;;;;;;
D;051;507307;12;20060316 01:22;V;;;;;;
D;051;507307;12;20060316 01:22;V;;;;;;
