A;252;20060601 01:23;VALNET;
B;252;3154860;1;20060601 01:23;;;;NOWENDOC RD;NOWENDOC;2354;4730;M;20060309;20060413;100000;R;R;RESIDENCE;;RR;;0;AC293028;
C;252;3154860;1;20060601 01:23;161, 162/753691;
D;252;3154860;1;20060601 01:23;P;;;;;;
D;252;3154860;1;20060601 01:23;V;;;;;;
D;252;3154860;1;20060601 01:23;V;;;;;;
B;252;2677472;2;20060601 01:23;;;155 N;LAGOON ST;WALCHA;2354;2023;M;20060202;20060301;17000;Z;R;RESIDENCE;;AA;;0;AC285109;
C;252;2677472;2;20060601 01:23;B/370403;
D;252;2677472;2;20060601 01:23;P;;;;;;
D;252;2677472;2;20060601 01:23;P;;;;;;
D;252;2677472;2;20060601 01:23;V;;;;;;
B;252;2677528;3;20060601 01:23;;;162 N;MIDDLE ST;WALCHA;2354;842.2;M;20060312;20060421;130000;Z;R;RESIDENCE;;AA;;0;AC314574;
C;252;2677528;3;20060601 01:23;21/708438;
D;252;2677528;3;20060601 01:23;P;;;;;;
D;252;2677528;3;20060601 01:23;P;;;;;;
D;252;2677528;3;20060601 01:23;V;;;;;;
D;252;2677528;3;20060601 01:23;V;;;;;;
B;252;2676197;4;20060601 01:23;PINDARI TOPS;;;THUNDERBOLTS WAY;WALCHA;2354;640.9;H;20040701;20040701;300000;R;3;FARM;;UD;;0;AC226377;
C;252;2676197;4;20060601 01:23;93/41233 11, 12, 13/44619 29, 32/753689 1, 69, 70, 77, 90/756479 Licen;
C;252;2676197;4;20060601 01:23;ce 350846;
D;252;2676197;4;20060601 01:23;P;;;;;;
D;252;2676197;4;20060601 01:23;P;;;;;;
D;252;2676197;4;20060601 01:23;P;;;;;;
D;252;2676197;4;20060601 01:23;V;;;;;;
D;252;2676197;4;20060601 01:23;V;;;;;;
D;252;2676197;4;20060601 01:23;V;;;;;;
D;252;2676197;4;20060601 01:23;V;;;;;;
D;252;2676197;4;20060601 01:23;V;;;;;;
D;252;2676197;4;20060601 01:23;V;;;;;;
D;252;2676197;4;20060601 01:23;V;;;;;;
D;252;2676197;4;20060601 01:23;V;;;;;;
D;252;2676197;4;20060601 01:23;V;;;;;;
D;252;2676197;4;20060601 01:23;V;;;;;;
B;252;2676197;5;20060601 01:23;PINDARI TOPS;;;THUNDERBOLTS WAY;WALCHA;2354;640.9;H;20040701;20040701;300000;R;3;FARM;;UD;;0;AC226378;
C;252;2676197;5;20060601 01:23;93/41233 11, 12, 13/44619 29, 32/753689 1, 69, 70, 77, 90/756479 Licen;
C;252;2676197;5;20060601 01:23;ce 350846;
D;252;2676197;5;20060601 01:23;P;;;;;;
D;252;2676197;5;20060601 01:23;P;;;;;;
D;252;2676197;5;20060601 01:23;P;;;;;;
D;252;2676197;5;20060601 01:23;V;;;;;;
D;252;2676197;5;20060601 01:23;V;;;;;;
D;252;2676197;5;20060601 01:23;V;;;;;;
D;252;2676197;5;20060601 01:23;V;;;;;;
D;252;2676197;5;20060601 01:23;V;;;;;;
D;252;2676197;5;20060601 01:23;V;;;;;;
D;252;2676197;5;20060601 01:23;V;;;;;;
D;252;2676197;5;20060601 01:23;V;;;;;;
D;252;2676197;5;20060601 01:23;V;;;;;;
D;252;2676197;5;20060601 01:23;V;;;;;;
B;252;3246955;6;20060601 01:23;"BRANGA PLAINS";;;THUNDERBOLTS WAY;WALCHA;2354;3856.8;H;20051107;20060327;270360;;3;PT 2/1093683. 91.17 ;;;;0;AC221712;
C;252;3246955;6;20060601 01:23;4/111852 1, 5, 6, 7, 8/253843 1, 2, 3/721150 2, 3, 4, 5, 6, 9, 10, 11,;
C;252;3246955;6;20060601 01:23; 15, 16, 17, 18, 19, 20, 21, 22, 23, 27, 28, 29, 30, 31, 32, 33, 34, 3;
C;252;3246955;6;20060601 01:23;5, 36, 37, 38, 39, 40, 41, 42, 44, 45, 46, 47, 50, 53, 55, 57, 72, 73,;
C;252;3246955;6;20060601 01:23; 84, 85, 86, 87/756468 88/756497 2/1093683;
D;252;3246955;6;20060601 01:23;P;;;;;;
D;252;3246955;6;20060601 01:23;V;;;;;;
D;252;3246955;6;20060601 01:23;V;;;;;;
Z;58;6;11;39;
