A;002;20060516 01:01;VALNET;
B;002;24658;1;20060516 01:01;;;205;FOTHERINGAY RD;CLARENCE TOWN;2321;4.072;H;20060127;20060413;620000;R;R;RESIDENCE;;RB;;0;AC272669;
C;002;24658;1;20060516 01:01;104/869005;
D;002;24658;1;20060516 01:01;P;;;;;;
D;002;24658;1;20060516 01:01;P;;;;;;
D;002;24658;1;20060516 01:01;V;;;;;;
D;002;24658;1;20060516 01:01;V;;;;;;
B;002;22383;2;20060516 01:01;;;5;RAILWAY ST;PATERSON;2421;671.4;M;20060303;20060413;224000;S;R;RESIDENCE;;SC;;0;AC269223;
C;002;22383;2;20060516 01:01;1/743216;
D;002;22383;2;20060516 01:01;P;;;;;;
D;002;22383;2;20060516 01:01;V;;;;;;
B;002;21316;3;20060516 01:01;;;76;BROWN ST;DUNGOG;2420;633.6;M;20060303;20060413;230000;A;R;RESIDENCE;;AD;;0;AC259897;
C;002;21316;3;20060516 01:01;1/11024;
D;002;21316;3;20060516 01:01;P;;;;;;
D;002;21316;3;20060516 01:01;V;;;;;;
B;002;21378;4;20060516 01:01;;;82;CHAPMAN ST;DUNGOG;2420;972.3;M;20060210;20060330;285000;A;R;RESIDENCE;;AD;;0;AC281905;
C;002;21378;4;20060516 01:01;72/587914;
D;002;21378;4;20060516 01:01;P;;;;;;
D;002;21378;4;20060516 01:01;V;;;;;;
B;002;21581;5;20060516 01:01;;;31;DOWLING ST;DUNGOG;2420;1012;M;20060214;20060403;230000;A;R;RESIDENCE;;AD;;0;AC272680;
C;002;21581;5;20060516 01:01;21/13/758366;
D;002;21581;5;20060516 01:01;P;;;;;;
D;002;21581;5;20060516 01:01;V;;;;;;
B;002;21885;6;20060516 01:01;;;109;LORD ST;DUNGOG;2420;486.9;M;20060323;20060411;225000;A;R;RESIDENCE;;AD;;0;AC284460;
C;002;21885;6;20060516 01:01;31/556339;
D;002;21885;6;20060516 01:01;P;;;;;;
D;002;21885;6;20060516 01:01;P;;;;;;
D;002;21885;6;20060516 01:01;V;;;;;;
Z;29;6;6;15;
