A;224;20060316 01:44;VALNET;
B;224;2565334;1;20060316 01:44;;;52;MIDIN CL;GLENMORE PARK;2745;462.4;M;20051118;20060113;325000;A;R;RESIDENCE;;KL;;0;AC148370;
C;224;2565334;1;20060316 01:44;64/846071;
D;224;2565334;1;20060316 01:44;P;;;;;;
D;224;2565334;1;20060316 01:44;P;;;;;;
D;224;2565334;1;20060316 01:44;V;;;;;;
D;224;2565334;1;20060316 01:44;V;;;;;;
B;224;2578596;2;20060316 01:44;;;152;SHEREDAN RD;CASTLEREAGH;2749;2.033;H;20060214;20060214;120000;R;R;RESIDENCE;;RC;;17;AC136471;
C;224;2578596;2;20060316 01:44;18/240825;
D;224;2578596;2;20060316 01:44;P;;;;;;
D;224;2578596;2;20060316 01:44;P;;;;;;
D;224;2578596;2;20060316 01:44;P;;;;;;
D;224;2578596;2;20060316 01:44;P;;;;;;
D;224;2578596;2;20060316 01:44;V;;;;;;
D;224;2578596;2;20060316 01:44;V;;;;;;
D;224;2578596;2;20060316 01:44;V;;;;;;
D;224;2578596;2;20060316 01:44;V;;;;;;
B;224;2581301;3;20060316 01:44;;;35;SWALLOW DR;ERSKINE PARK;2759;625.7;M;20060109;20060210;335000;A;R;RESIDENCE;;AA;;0;AC148773;
C;224;2581301;3;20060316 01:44;1040/709078;
D;224;2581301;3;20060316 01:44;P;;;;;;
D;224;2581301;3;20060316 01:44;P;;;;;;
D;224;2581301;3;20060316 01:44;V;;;;;;
D;224;2581301;3;20060316 01:44;V;;;;;;
B;224;2565455;4;20060316 01:44;;;2;MILLET ROW;WERRINGTON DOWNS;2747;570;M;20060116;20060227;310000;A;R;RESIDENCE;;GU;;0;AC167845;
C;224;2565455;4;20060316 01:44;3068/259920;
D;224;2565455;4;20060316 01:44;P;;;;;;
D;224;2565455;4;20060316 01:44;P;;;;;;
D;224;2565455;4;20060316 01:44;V;;;;;;
B;224;2573456;5;20060316 01:44;;7;68;PUTLAND ST;ST MARYS;2760;;;20051208;20060116;167500;;R;RESIDENCE;7;;;0;AC170406;
C;224;2573456;5;20060316 01:44;7/SP18607;
D;224;2573456;5;20060316 01:44;P;;;;;;
D;224;2573456;5;20060316 01:44;V;;;;;;
B;224;2555262;6;20060316 01:44;;;110;HUME CRES;WERRINGTON COUNTY;2747;625;M;20060128;20060303;340000;A;R;RESIDENCE;;GU;;0;AC173197;
C;224;2555262;6;20060316 01:44;37/255727;
D;224;2555262;6;20060316 01:44;P;;;;;;
D;224;2555262;6;20060316 01:44;V;;;;;;
B;224;2571139;7;20060316 01:44;;;43;PARK RIVER CL;MULGOA;2745;2.023;H;20060110;20060224;1050000;R;R;RESIDENCE;;RQ;;0;AC155617;
C;224;2571139;7;20060316 01:44;49/241749;
D;224;2571139;7;20060316 01:44;P;;;;;;
D;224;2571139;7;20060316 01:44;P;;;;;;
D;224;2571139;7;20060316 01:44;V;;;;;;
D;224;2571139;7;20060316 01:44;V;;;;;;
B;224;2576414;8;20060316 01:44;;14;83;SADDINGTON ST;ST MARYS;2760;;;20060106;20060217;165000;;R;RESIDENCE;14;;;0;AC170571;
C;224;2576414;8;20060316 01:44;14/SP37144;
D;224;2576414;8;20060316 01:44;P;;;;;;
D;224;2576414;8;20060316 01:44;V;;;;;;
B;224;2579134;9;20060316 01:44;;;91;SMITH ST;SOUTH PENRITH;2750;556.4;M;20051221;20060220;291000;A;R;RESIDENCE;;GG;;0;AC167946;
C;224;2579134;9;20060316 01:44;5/240676;
D;224;2579134;9;20060316 01:44;P;;;;;;
D;224;2579134;9;20060316 01:44;P;;;;;;
