A;003;20060202 10:12;MASMITH;
B;003;26144;1;20060202 10:12;;;58;ALBERT ST;WAGSTAFFE;2257;753;M;20051122;20051220;410000;A;V;VACANT LAND;;FS;;0;AC50337;
C;003;26144;1;20060202 10:12;692/574587;
D;003;26144;1;20060202 10:12;P;;;;;;
D;003;26144;1;20060202 10:12;V;;;;;;
B;003;26530;2;20060202 10:12;;;13;ALISON RD;SPRINGFIELD;2250;1182;M;20051104;20051214;255000;A;R;RESIDENCE;;FG;;0;AC30752;
C;003;26530;2;20060202 10:12;25/240190;
D;003;26530;2;20060202 10:12;P;;;;;;
D;003;26530;2;20060202 10:12;V;;;;;;
B;003;27647;3;20060202 10:12;;;4;ARRAWARRA ST;NARARA;2250;818.1;M;20051125;20051222;365000;A;R;RESIDENCE;;GK;;0;AC55563;
C;003;27647;3;20060202 10:12;41/801586;
D;003;27647;3;20060202 10:12;P;;;;;;
D;003;27647;3;20060202 10:12;P;;;;;;
D;003;27647;3;20060202 10:12;V;;;;;;
D;003;27647;3;20060202 10:12;V;;;;;;
B;003;27875;4;20060202 10:12;;4;45;ASH ST;TERRIGAL;2260;;;20051123;20051223;540000;;R;RESIDENCE;4;;;0;AC36780;
C;003;27875;4;20060202 10:12;4/SP37564;
D;003;27875;4;20060202 10:12;P;;;;;;
D;003;27875;4;20060202 10:12;P;;;;;;
D;003;27875;4;20060202 10:12;V;;;;;;
B;003;28055;5;20060202 10:12;;;2;AUBURN ST;POINT FREDERICK;2250;676.6;M;20051108;20051220;490000;A;R;RESIDENCE;;MD;;0;AC39359;
C;003;28055;5;20060202 10:12;15/17440;
D;003;28055;5;20060202 10:12;P;;;;;;
D;003;28055;5;20060202 10:12;V;;;;;;
B;003;28409;6;20060202 10:12;;;223;AVOCA DR;GREEN POINT;2251;727.2;M;20051007;20051118;357500;A;R;RESIDENCE;;FJ;;0;AC45237;
C;003;28409;6;20060202 10:12;5/31300;
D;003;28409;6;20060202 10:12;P;;;;;;
D;003;28409;6;20060202 10:12;P;;;;;;
D;003;28409;6;20060202 10:12;V;;;;;;
D;003;28409;6;20060202 10:12;V;;;;;;
B;003;28608;7;20060202 10:12;;;176;AVOCA DR;GREEN POINT;2251;999.1;M;20051109;20051221;350000;A;R;RESIDENCE;;FJ;;0;AC37783;
C;003;28608;7;20060202 10:12;16/512041;
D;003;28608;7;20060202 10:12;P;;;;;;
D;003;28608;7;20060202 10:12;V;;;;;;
B;003;28640;8;20060202 10:12;;;16;AVOCA DR;KINCUMBER;2251;607;M;20051020;20051216;34650;A;V;VACANT LAND;;FK;;0;AC13914;
C;003;28640;8;20060202 10:12;10/24221;
D;003;28640;8;20060202 10:12;P;;;;;;
D;003;28640;8;20060202 10:12;P;;;;;;
D;003;28640;8;20060202 10:12;P;;;;;;
D;003;28640;8;20060202 10:12;V;;;;;;
D;003;28640;8;20060202 10:12;V;;;;;;
B;003;29017;9;20060202 10:12;;;46;AVOCA DR;AVOCA BEACH;2251;676.6;M;20050201;20050303;1220000;A;R;RESIDENCE;;FR;;0;AC71183;
C;003;29017;9;20060202 10:12;1921/829163;
D;003;29017;9;20060202 10:12;P;;;;;;
D;003;29017;9;20060202 10:12;P;;;;;;
D;003;29017;9;20060202 10:12;V;;;;;;
D;003;29017;9;20060202 10:12;V;;;;;;
B;003;29326;10;20060202 10:12;;2;1;AVON CL;TERRIGAL;2260;;;20051125;20060116;322000;;R;RESIDENCE;2;;;0;AC52964;
C;003;29326;10;20060202 10:12;2/SP39565;
D;003;29326;10;20060202 10:12;P;;;;;;
D;003;29326;10;20060202 10:12;V;;;;;;
B;003;29644;11;20060202 10:12;;1;25;BANGALOW ST;ETTALONG BEACH;2257;;;20051220;20060120;374000;;R;RESIDENCE;1;;;0;AC63643;
C;003;29644;11;20060202 10:12;1/SP39299;
D;003;29644;11;20060202 10:12;P;;;;;;
D;003;29644;11;20060202 10:12;V;;;;;;
B;003;29867;12;20060202 10:12;;;2;BARDO RD;KINCUMBER;2251;335.1;M;20051125;20051220;284500;A;R;RESIDENCE;;FK;;0;AC36754;
C;003;29867;12;20060202 10:12;30/B/1765;
D;003;29867;12;20060202 10:12;P;;;;;;
D;003;29867;12;20060202 10:12;V;;;;;;
B;003;29966;13;20060202 10:12;;;64;BARNHILL RD;TERRIGAL;2260;550;M;20051026;20060113;1650000;A;R;RESIDENCE;;MC;;0;AC53933;
C;003;29966;13;20060202 10:12;3/713045;
D;003;29966;13;20060202 10:12;P;;;;;;
D;003;29966;13;20060202 10:12;V;;;;;;
D;003;29966;13;20060202 10:12;V;;;;;;
B;003;30365;14;20060202 10:12;;;102;BARRENJOEY RD;ETTALONG BEACH;2257;600.7;M;20051025;20051206;352000;A;R;RESIDENCE;;MA;;0;AC38331;
C;003;30365;14;20060202 10:12;165/10057;
D;003;30365;14;20060202 10:12;P;;;;;;
D;003;30365;14;20060202 10:12;V;;;;;;
B;003;30469;15;20060202 10:12;;;73;BARRENJOEY RD;ETTALONG BEACH;2257;455.3;M;20051021;20051209;327000;A;R;RESIDENCE;;MA;;0;AC31213;
C;003;30469;15;20060202 10:12;30/M/9391;
D;003;30469;15;20060202 10:12;P;;;;;;
D;003;30469;15;20060202 10:12;P;;;;;;
D;003;30469;15;20060202 10:12;V;;;;;;
B;003;30795;16;20060202 10:12;;;41;BAY VIEW AVE;EAST GOSFORD;2250;562.8;M;20051107;20051206;585000;A;R;RESIDENCE;;FG;;0;AC30625;
C;003;30795;16;20060202 10:12;27/26061;
D;003;30795;16;20060202 10:12;P;;;;;;
D;003;30795;16;20060202 10:12;P;;;;;;
D;003;30795;16;20060202 10:12;V;;;;;;
D;003;30795;16;20060202 10:12;V;;;;;;
B;003;31026;17;20060202 10:12;;;22;BEACHFRONT PDE;ST HUBERTS ISLAND;2257;784.1;M;20051028;20051220;555000;A;R;RESIDENCE;;FM;;0;AC41459;
C;003;31026;17;20060202 10:12;10/7471;
D;003;31026;17;20060202 10:12;P;;;;;;
D;003;31026;17;20060202 10:12;P;;;;;;
D;003;31026;17;20060202 10:12;V;;;;;;
B;003;31424;18;20060202 10:12;;;3;BEAUTY PL;NIAGARA PARK;2250;753.8;M;20051124;20051220;330000;A;R;RESIDENCE;;GK;;0;AC39004;
C;003;31424;18;20060202 10:12;127/712601;
D;003;31424;18;20060202 10:12;P;;;;;;
D;003;31424;18;20060202 10:12;V;;;;;;
D;003;31424;18;20060202 10:12;V;;;;;;
B;003;31933;19;20060202 10:12;;1;19;BERITH ST;UMINA;2257;;;20051216;20060118;360000;;R;RESIDENCE;1;;;0;AC59395;
C;003;31933;19;20060202 10:12;1/SP32538;
D;003;31933;19;20060202 10:12;P;;;;;;
D;003;31933;19;20060202 10:12;V;;;;;;
D;003;31933;19;20060202 10:12;V;;;;;;
B;003;33573;20;20060202 10:12;;;292;BOOKER BAY RD;BOOKER BAY;2257;455.3;M;20051202;20060120;395000;A;R;RESIDENCE;;MA;;0;AC72294;
C;003;33573;20;20060202 10:12;1/511454;
D;003;33573;20;20060202 10:12;P;;;;;;
D;003;33573;20;20060202 10:12;P;;;;;;
D;003;33573;20;20060202 10:12;V;;;;;;
B;003;33690;21;20060202 10:12;;;82;BOOKER BAY RD;BOOKER BAY;2257;461.6;M;20051114;20051216;295000;A;R;RESIDENCE;;MA;;0;AC35172;
C;003;33690;21;20060202 10:12;A/396008;
D;003;33690;21;20060202 10:12;P;;;;;;
D;003;33690;21;20060202 10:12;V;;;;;;
B;003;34731;22;20060202 10:12;;;15;BRANCOURT CRES;NARARA;2250;720.8;M;20051205;20060116;300000;A;R;RESIDENCE;;GK;;0;AC69286;
C;003;34731;22;20060202 10:12;15/242245;
D;003;34731;22;20060202 10:12;P;;;;;;
D;003;34731;22;20060202 10:12;V;;;;;;
B;003;34813;23;20060202 10:12;;;39;BRANGA AVE;COPACABANA;2251;467.9;M;20051214;20051222;298000;A;R;RESIDENCE;;GD;;0;AC46591;
C;003;34813;23;20060202 10:12;66/237999;
D;003;34813;23;20060202 10:12;P;;;;;;
D;003;34813;23;20060202 10:12;V;;;;;;
B;003;34851;24;20060202 10:12;;1;13;BREAM RD;ETTALONG BEACH;2257;;;20051115;20051209;389000;;R;RESIDENCE;1;;;0;AC27834;
C;003;34851;24;20060202 10:12;1/SP46408;
D;003;34851;24;20060202 10:12;P;;;;;;
D;003;34851;24;20060202 10:12;P;;;;;;
D;003;34851;24;20060202 10:12;V;;;;;;
D;003;34851;24;20060202 10:12;V;;;;;;
B;003;34869;25;20060202 10:12;;2;27;BREAM RD;ETTALONG BEACH;2257;;;20051128;20051219;295000;;R;RESIDENCE;2;;;0;AC39337;
C;003;34869;25;20060202 10:12;2/SP18873;
D;003;34869;25;20060202 10:12;P;;;;;;
D;003;34869;25;20060202 10:12;P;;;;;;
D;003;34869;25;20060202 10:12;V;;;;;;
B;003;35586;26;20060202 10:12;;2;259;BRISBANE WATER DR;WEST GOSFORD;2250;;;20060120;20060120;282500;;V;VACANT LAND;2;;;0;AC63568;
C;003;35586;26;20060202 10:12;2/SP41840;
D;003;35586;26;20060202 10:12;P;;;;;;
D;003;35586;26;20060202 10:12;P;;;;;;
D;003;35586;26;20060202 10:12;V;;;;;;
B;003;36074;27;20060202 10:12;;;74;BROKEN BAY RD;ETTALONG BEACH;2257;663.9;M;20051025;20051220;380000;A;R;RESIDENCE;;MA;;0;AC67311;
C;003;36074;27;20060202 10:12;269/10570;
D;003;36074;27;20060202 10:12;P;;;;;;
D;003;36074;27;20060202 10:12;P;;;;;;
D;003;36074;27;20060202 10:12;P;;;;;;
D;003;36074;27;20060202 10:12;V;;;;;;
D;003;36074;27;20060202 10:12;V;;;;;;
B;003;37076;28;20060202 10:12;;;8;CALANTHA DR;WYOMING;2250;847.3;M;20051125;20060109;352500;A;R;RESIDENCE;;FB;;0;AC60798;
C;003;37076;28;20060202 10:12;79/241529;
D;003;37076;28;20060202 10:12;P;;;;;;
D;003;37076;28;20060202 10:12;P;;;;;;
D;003;37076;28;20060202 10:12;V;;;;;;
D;003;37076;28;20060202 10:12;V;;;;;;
B;003;37138;29;20060202 10:12;;;17;CALOOL ST;BENSVILLE;2251;2.825;H;20051219;20051219;520000;P;V;VACANT LAND;;PB;;0;AC42930;
C;003;37138;29;20060202 10:12;3/13966;
D;003;37138;29;20060202 10:12;P;;;;;;
D;003;37138;29;20060202 10:12;P;;;;;;
D;003;37138;29;20060202 10:12;V;;;;;;
B;003;37764;30;20060202 10:12;;;174;CAPE THREE POINTS RD;AVOCA BEACH;2251;5.028;H;20051103;20051129;1850000;P;R;RESIDENCE;;PJ;;0;AC64496;
C;003;37764;30;20060202 10:12;2/339885;
D;003;37764;30;20060202 10:12;P;;;;;;
D;003;37764;30;20060202 10:12;P;;;;;;
D;003;37764;30;20060202 10:12;P;;;;;;
D;003;37764;30;20060202 10:12;P;;;;;;
D;003;37764;30;20060202 10:12;V;;;;;;
B;003;38131;31;20060202 10:12;;;8;CAROLYN CL;KARIONG;2250;645.4;M;20051212;20051222;425000;A;R;RESIDENCE;;FF;;0;AC41185;
C;003;38131;31;20060202 10:12;1061/778577;
D;003;38131;31;20060202 10:12;P;;;;;;
D;003;38131;31;20060202 10:12;P;;;;;;
D;003;38131;31;20060202 10:12;V;;;;;;
D;003;38131;31;20060202 10:12;V;;;;;;
B;003;39305;32;20060202 10:12;;;28 A;CHRISTLE ST;GREEN POINT;2251;401.6;M;20051220;20060113;359000;A;R;RESIDENCE;;FJ;;0;AC52937;
C;003;39305;32;20060202 10:12;2/871542;
D;003;39305;32;20060202 10:12;P;;;;;;
D;003;39305;32;20060202 10:12;V;;;;;;
D;003;39305;32;20060202 10:12;V;;;;;;
B;003;39467;33;20060202 10:12;;;11;CLAREMONT CL;NIAGARA PARK;2250;757.5;M;20051128;20060113;333000;A;R;RESIDENCE;;FB;;0;AC67413;
C;003;39467;33;20060202 10:12;31/800088;
D;003;39467;33;20060202 10:12;P;;;;;;
D;003;39467;33;20060202 10:12;P;;;;;;
D;003;39467;33;20060202 10:12;V;;;;;;
B;003;39755;34;20060202 10:12;;4;14;COBURG ST;EAST GOSFORD;2250;;;20051222;20060113;240000;;R;RESIDENCE;4;;;0;AC56711;
C;003;39755;34;20060202 10:12;4/SP35187;
D;003;39755;34;20060202 10:12;P;;;;;;
D;003;39755;34;20060202 10:12;V;;;;;;
D;003;39755;34;20060202 10:12;V;;;;;;
B;003;39788;35;20060202 10:12;;;;COGRA BAY;COGRA BAY;2083;879;M;20051220;20060120;207500;P;R;RESIDENCE;;PW;;0;AC67837;
C;003;39788;35;20060202 10:12;16/7642;
D;003;39788;35;20060202 10:12;P;;;;;;
D;003;39788;35;20060202 10:12;P;;;;;;
D;003;39788;35;20060202 10:12;V;;;;;;
D;003;39788;35;20060202 10:12;V;;;;;;
B;003;39979;36;20060202 10:12;;;1;COLLAREEN ST;ETTALONG BEACH;2257;518.5;M;20051130;20060113;296000;A;R;RESIDENCE;;MA;;0;AC56111;
C;003;39979;36;20060202 10:12;31/Q/9391;
D;003;39979;36;20060202 10:12;P;;;;;;
D;003;39979;36;20060202 10:12;P;;;;;;
D;003;39979;36;20060202 10:12;V;;;;;;
B;003;40425;37;20060202 10:12;;;66;COOLAWIN CIR;NARARA;2250;560;M;20051202;20051214;327000;A;R;RESIDENCE;;GK;;0;AC35818;
C;003;40425;37;20060202 10:12;73/801586;
D;003;40425;37;20060202 10:12;P;;;;;;
D;003;40425;37;20060202 10:12;P;;;;;;
D;003;40425;37;20060202 10:12;V;;;;;;
D;003;40425;37;20060202 10:12;V;;;;;;
B;003;40566;38;20060202 10:12;;;155;COPACABANA DR;COPACABANA;2251;1416;M;20051216;20051223;730000;A;R;RESIDENCE;;FT;;0;AC41218;
C;003;40566;38;20060202 10:12;170/26194;
D;003;40566;38;20060202 10:12;P;;;;;;
D;003;40566;38;20060202 10:12;P;;;;;;
D;003;40566;38;20060202 10:12;V;;;;;;
D;003;40566;38;20060202 10:12;V;;;;;;
B;003;40645;39;20060202 10:12;;;78;COPACABANA DR;COPACABANA;2251;575.4;M;20051207;20051222;710000;A;R;RESIDENCE;;FT;;0;AC65857;
C;003;40645;39;20060202 10:12;212/26647;
D;003;40645;39;20060202 10:12;P;;;;;;
D;003;40645;39;20060202 10:12;V;;;;;;
