A;004;20060202 10:13;MASMITH;
B;004;96208;1;20060202 10:13;;;78;GLADE ST;ARCADIA VALE;2283;569.1;M;20051208;20060112;290000;A;R;RESIDENCE;;ME;AC;0;AC72713;
C;004;96208;1;20060202 10:13;487/13129;
D;004;96208;1;20060202 10:13;P;;;;;;
D;004;96208;1;20060202 10:13;V;;;;;;
B;004;96356;2;20060202 10:13;;;24;MACQUARIE ST;ARCADIA VALE;2283;556.4;M;20051213;20051222;237000;A;R;RESIDENCE;;ME;AC;0;AC37557;
C;004;96356;2;20060202 10:13;580/13129;
D;004;96356;2;20060202 10:13;P;;;;;;
D;004;96356;2;20060202 10:13;V;;;;;;
D;004;96356;2;20060202 10:13;V;;;;;;
B;004;96507;3;20060202 10:13;;3;407;LAKE RD;ARGENTON;2284;;;20051129;20051222;220000;;R;RESIDENCE;3;;XA;0;AC43268;
C;004;96507;3;20060202 10:13;3/SP60181;
D;004;96507;3;20060202 10:13;P;;;;;;
D;004;96507;3;20060202 10:13;V;;;;;;
D;004;96507;3;20060202 10:13;V;;;;;;
B;004;97545;4;20060202 10:13;;;6;CASUARINA CL;TORONTO;2283;702.1;M;20051121;20051219;346000;A;R;RESIDENCE;;FY;AC;0;AC30563;
C;004;97545;4;20060202 10:13;410/1006267;
D;004;97545;4;20060202 10:13;P;;;;;;
D;004;97545;4;20060202 10:13;V;;;;;;
B;004;98336;5;20060202 10:13;;;13;AYLWARD ST;BELMONT;2280;983.1;M;20051019;20060111;485000;A;R;RESIDENCE;;JB;AC;0;AC52933;
C;004;98336;5;20060202 10:13;31/624065;
D;004;98336;5;20060202 10:13;P;;;;;;
D;004;98336;5;20060202 10:13;P;;;;;;
D;004;98336;5;20060202 10:13;V;;;;;;
D;004;98336;5;20060202 10:13;V;;;;;;
B;004;98500;6;20060202 10:13;;;10;BELLEVUE RD;BELMONT;2280;2000;M;20050902;20051220;1300000;A;R;RESIDENCE;;JD;AC;0;AC23079;
C;004;98500;6;20060202 10:13;102/570160 Licence 361949;
D;004;98500;6;20060202 10:13;P;;;;;;
D;004;98500;6;20060202 10:13;V;;;;;;
D;004;98500;6;20060202 10:13;V;;;;;;
B;004;98778;7;20060202 10:13;;;25;CALVERTON CRES;BELMONT NORTH;2280;499.5;M;20051107;20051205;295000;A;R;RESIDENCE;;JF;AC;0;AC41801;
C;004;98778;7;20060202 10:13;17/247798;
D;004;98778;7;20060202 10:13;P;;;;;;
D;004;98778;7;20060202 10:13;V;;;;;;
D;004;98778;7;20060202 10:13;V;;;;;;
B;004;98889;8;20060202 10:13;;;14;CARDINE CL;JEWELLS;2280;787.5;M;20051121;20051219;455000;A;R;RESIDENCE;;JF;AC;0;AC34068;
C;004;98889;8;20060202 10:13;17/708070;
D;004;98889;8;20060202 10:13;P;;;;;;
D;004;98889;8;20060202 10:13;P;;;;;;
D;004;98889;8;20060202 10:13;V;;;;;;
B;004;98915;9;20060202 10:13;;;14;CHIEF ST;BELMONT NORTH;2280;;;20051128;20051222;235000;A;R;RESIDENCE;;JE;AC;0;AC36434;
C;004;98915;9;20060202 10:13;9/F/14754;
D;004;98915;9;20060202 10:13;P;;;;;;
D;004;98915;9;20060202 10:13;P;;;;;;
D;004;98915;9;20060202 10:13;V;;;;;;
B;004;99654;10;20060202 10:13;;;53;EVANS ST;BELMONT;2280;417.3;M;20051108;20051209;415000;A;R;RESIDENCE;;JA;AC;0;AC55414;
C;004;99654;10;20060202 10:13;2/16596;
D;004;99654;10;20060202 10:13;P;;;;;;
D;004;99654;10;20060202 10:13;P;;;;;;
D;004;99654;10;20060202 10:13;V;;;;;;
D;004;99654;10;20060202 10:13;V;;;;;;
B;004;99664;11;20060202 10:13;;;73;EVANS ST;BELMONT;2280;;;20051109;20051216;370000;A;R;RESIDENCE;;JA;AC;0;AC44955;
C;004;99664;11;20060202 10:13;A/354354;
D;004;99664;11;20060202 10:13;P;;;;;;
D;004;99664;11;20060202 10:13;P;;;;;;
D;004;99664;11;20060202 10:13;V;;;;;;
D;004;99664;11;20060202 10:13;V;;;;;;
B;004;99807;12;20060202 10:13;;;18;DALTON CL;BELMONT NORTH;2280;746.1;M;20051207;20060118;355350;A;R;RESIDENCE;;JF;AC;0;AC73455;
C;004;99807;12;20060202 10:13;75/242140;
D;004;99807;12;20060202 10:13;P;;;;;;
D;004;99807;12;20060202 10:13;P;;;;;;
D;004;99807;12;20060202 10:13;V;;;;;;
D;004;99807;12;20060202 10:13;V;;;;;;
B;004;100103;13;20060202 10:13;;3;12;GLOVER ST;BELMONT;2280;;;20051116;20051216;295250;;R;RESIDENCE;3;;XA;0;AC26762;
C;004;100103;13;20060202 10:13;3/SP55206;
D;004;100103;13;20060202 10:13;P;;;;;;
D;004;100103;13;20060202 10:13;P;;;;;;
D;004;100103;13;20060202 10:13;V;;;;;;
D;004;100103;13;20060202 10:13;V;;;;;;
B;004;101103;14;20060202 10:13;;;15;KANUNDRA ST;BELMONT NORTH;2280;594.4;M;20051020;20060110;433000;A;R;RESIDENCE;;JE;AC;0;AC60761;
C;004;101103;14;20060202 10:13;27/29310;
D;004;101103;14;20060202 10:13;P;;;;;;
D;004;101103;14;20060202 10:13;P;;;;;;
D;004;101103;14;20060202 10:13;V;;;;;;
B;004;102991;15;20060202 10:13;;;12;REDROSE AVE;BELMONT;2280;353.2;M;20051202;20060111;237000;A;R;RESIDENCE;;JA;AC;0;AC63924;
C;004;102991;15;20060202 10:13;371/1010706;
D;004;102991;15;20060202 10:13;P;;;;;;
D;004;102991;15;20060202 10:13;P;;;;;;
D;004;102991;15;20060202 10:13;V;;;;;;
B;004;104175;16;20060202 10:13;;;133;WOMMARA AVE;BELMONT NORTH;2280;631.7;M;20051115;20051220;327500;A;R;RESIDENCE;;JE;AC;0;AC41997;
C;004;104175;16;20060202 10:13;25/N/13738;
D;004;104175;16;20060202 10:13;P;;;;;;
D;004;104175;16;20060202 10:13;V;;;;;;
D;004;104175;16;20060202 10:13;V;;;;;;
B;004;104203;17;20060202 10:13;;;189;WOMMARA AVE;BELMONT NORTH;2280;436.3;M;20051121;20051222;223000;A;V;VACANT LAND;;JE;AC;0;AC28103;
C;004;104203;17;20060202 10:13;44/652308 45/652309;
D;004;104203;17;20060202 10:13;P;;;;;;
D;004;104203;17;20060202 10:13;P;;;;;;
D;004;104203;17;20060202 10:13;V;;;;;;
D;004;104203;17;20060202 10:13;V;;;;;;
B;004;104920;18;20060202 10:13;;;15 A;LAKE ST;BLACKALLS PARK;2283;795;M;20051202;20060112;350000;A;R;RESIDENCE;;FJ;AC;0;AC54930;
C;004;104920;18;20060202 10:13;113/825283;
D;004;104920;18;20060202 10:13;P;;;;;;
D;004;104920;18;20060202 10:13;V;;;;;;
B;004;105147;19;20060202 10:13;;;5;RHODES ST;BLACKALLS PARK;2283;836.22;M;20051205;20051222;272500;A;R;RESIDENCE;;FJ;AC;0;AC40219;
C;004;105147;19;20060202 10:13;257/7661;
D;004;105147;19;20060202 10:13;P;;;;;;
D;004;105147;19;20060202 10:13;P;;;;;;
D;004;105147;19;20060202 10:13;V;;;;;;
B;004;106913;20;20060202 10:13;;;66;MIDDLE POINT RD;BOLTON POINT;2283;;;20051024;20051219;330000;A;R;RESIDENCE;;FG;AC;0;AC34557;
C;004;106913;20;20060202 10:13;1/163488;
D;004;106913;20;20060202 10:13;P;;;;;;
D;004;106913;20;20060202 10:13;P;;;;;;
D;004;106913;20;20060202 10:13;V;;;;;;
B;004;107900;21;20060202 10:13;;;9;EIGHTH ST;SPEERS POINT;2284;1347.07;M;20060110;20060110;85000;A;R;RESIDENCE;;CE;ACI;33;AC64266;
C;004;107900;21;20060202 10:13;28/9465;
D;004;107900;21;20060202 10:13;P;;;;;;
D;004;107900;21;20060202 10:13;P;;;;;;
D;004;107900;21;20060202 10:13;V;;;;;;
D;004;107900;21;20060202 10:13;V;;;;;;
D;004;107900;21;20060202 10:13;V;;;;;;
D;004;107900;21;20060202 10:13;V;;;;;;
B;004;108094;22;20060202 10:13;;;36;FARM ST;SPEERS POINT;2284;663.9;M;20051105;20051105;470000;A;R;RESIDENCE;;DD;AC;0;AC50754;
C;004;108094;22;20060202 10:13;32/239504;
D;004;108094;22;20060202 10:13;P;;;;;;
D;004;108094;22;20060202 10:13;P;;;;;;
D;004;108094;22;20060202 10:13;V;;;;;;
D;004;108094;22;20060202 10:13;V;;;;;;
D;004;108094;22;20060202 10:13;V;;;;;;
B;004;109200;23;20060202 10:13;;;78;SPEERS ST;SPEERS POINT;2284;459.94;M;20051118;20051223;287000;A;R;RESIDENCE;;ZU;AC;0;AC55394;
C;004;109200;23;20060202 10:13;B/366190;
