A;102;20080915 01:09;VALNET;
B;102;1108743;1;20080915 01:09;;;29;BRAESIDE RD;BOWRAL;2576;1079;M;20080721;20080901;480000;A;R;RESIDENCE;;NC;;0;AE190888;
C;102;1108743;1;20080915 01:09;20/700485;
D;102;1108743;1;20080915 01:09;P;;;;;;
D;102;1108743;1;20080915 01:09;V;;;;;;
D;102;1108743;1;20080915 01:09;V;;;;;;
B;102;1107188;2;20080915 01:09;;;1;BEACONSFIELD RD;MOSS VALE;2577;1810;M;20080703;20080814;305000;A;R;RESIDENCE;;EC;;0;AE183901;
C;102;1107188;2;20080915 01:09;1/564764;
D;102;1107188;2;20080915 01:09;P;;;;;;
D;102;1107188;2;20080915 01:09;P;;;;;;
D;102;1107188;2;20080915 01:09;V;;;;;;
B;102;1107796;3;20080915 01:09;;;43;BINDAR CRES;BUNDANOON;2578;1183;M;20080808;20080827;317500;A;R;RESIDENCE;;QA;;0;AE186082;
C;102;1107796;3;20080915 01:09;88/249197;
D;102;1107796;3;20080915 01:09;P;;;;;;
D;102;1107796;3;20080915 01:09;P;;;;;;
D;102;1107796;3;20080915 01:09;V;;;;;;
B;102;1106403;4;20080915 01:09;;;;ARGYLE ST;MOSS VALE;2577;2.387;H;20080619;20080731;575000;R;R;RESIDENCE;;DE;;0;AE186107;
C;102;1106403;4;20080915 01:09;52/832807;
D;102;1106403;4;20080915 01:09;P;;;;;;
D;102;1106403;4;20080915 01:09;P;;;;;;
D;102;1106403;4;20080915 01:09;V;;;;;;
B;102;1106112;5;20080915 01:09;;;13;ANNESLEY AVE;BOWRAL;2576;1031;M;20080612;20080612;445000;A;R;RESIDENCE;;NC;;0;AE158409;
C;102;1106112;5;20080915 01:09;5/236564;
D;102;1106112;5;20080915 01:09;P;;;;;;
D;102;1106112;5;20080915 01:09;P;;;;;;
D;102;1106112;5;20080915 01:09;V;;;;;;
B;102;1117142;6;20080915 01:09;;;30;MISSINGHAM PDE;ROBERTSON;2577;1001;M;20080702;20080827;370000;P;R;RESIDENCE;;MA;;0;AE193278;
C;102;1117142;6;20080915 01:09;1/255696;
D;102;1117142;6;20080915 01:09;P;;;;;;
D;102;1117142;6;20080915 01:09;P;;;;;;
D;102;1117142;6;20080915 01:09;V;;;;;;
B;102;1111899;7;20080915 01:09;;;2;ERIDGE PARK RD;BURRADOO;2576;4430;M;20080707;20080804;590000;A;R;RESIDENCE;;NW;;0;AE185075;
C;102;1111899;7;20080915 01:09;13/245501;
D;102;1111899;7;20080915 01:09;P;;;;;;
D;102;1111899;7;20080915 01:09;V;;;;;;
B;102;1114550;8;20080915 01:09;;;37;JOADJA ST;WELBY;2575;1010;M;20080808;20080901;375000;A;R;RESIDENCE;;DN;;0;AE194630;
C;102;1114550;8;20080915 01:09;2/17/257004;
D;102;1114550;8;20080915 01:09;P;;;;;;
D;102;1114550;8;20080915 01:09;P;;;;;;
D;102;1114550;8;20080915 01:09;V;;;;;;
B;102;1125399;9;20080915 01:09;;;13;WILSON ST;MOSS VALE;2577;722.8;M;20080728;20080825;260000;A;R;RESIDENCE;;EA;;0;AE185949;
C;102;1125399;9;20080915 01:09;119/258240;
D;102;1125399;9;20080915 01:09;P;;;;;;
D;102;1125399;9;20080915 01:09;P;;;;;;
D;102;1125399;9;20080915 01:09;V;;;;;;
D;102;1125399;9;20080915 01:09;V;;;;;;
B;102;1123298;10;20080915 01:09;;;;THE ILLAWARRA HWY;ROBERTSON;2577;5.398;H;20080515;20080822;750000;P;3;FARM;;MC;;0;AE182145;
C;102;1123298;10;20080915 01:09;8/625800;
D;102;1123298;10;20080915 01:09;P;;;;;;
D;102;1123298;10;20080915 01:09;P;;;;;;
D;102;1123298;10;20080915 01:09;V;;;;;;
