A;097;20081013 01:09;VALNET;
B;097;2903152;1;20081013 01:09;;102;202;BEACH RD;BATEHAVEN;2536;81;M;20080827;20080912;170000;;R;RESIDENCE;2;;;0;AE251237;
C;097;2903152;1;20081013 01:09;2/SP67014;
D;097;2903152;1;20081013 01:09;P;;;;;;
D;097;2903152;1;20081013 01:09;P;;;;;;
D;097;2903152;1;20081013 01:09;V;;;;;;
B;097;3057381;2;20081013 01:09;;;42;YABBARRA DR;DALMENY;2546;891.6;M;20080905;20080926;455000;A;R;RESIDENCE;;WS;;0;AE246345;
C;097;3057381;2;20081013 01:09;25/1062739;
D;097;3057381;2;20081013 01:09;P;;;;;;
D;097;3057381;2;20081013 01:09;V;;;;;;
B;097;3109454;3;20081013 01:09;;;98;LITCHFIELD CRES;LONG BEACH;2536;900;M;20080818;20080922;120000;A;V;VACANT LAND;;XK;;0;AE239615;
C;097;3109454;3;20081013 01:09;109/1068529;
D;097;3109454;3;20081013 01:09;P;;;;;;
D;097;3109454;3;20081013 01:09;P;;;;;;
D;097;3109454;3;20081013 01:09;V;;;;;;
D;097;3109454;3;20081013 01:09;V;;;;;;
D;097;3109454;3;20081013 01:09;V;;;;;;
D;097;3109454;3;20081013 01:09;V;;;;;;
D;097;3109454;3;20081013 01:09;V;;;;;;
B;097;3321310;4;20081013 01:09;;;127;LITCHFIELD CRES;LONG BEACH;2536;858.9;M;20080917;20080929;147000;A;V;VACANT LAND;;XK;;0;AE249369;
C;097;3321310;4;20081013 01:09;195/1112601;
D;097;3321310;4;20081013 01:09;P;;;;;;
D;097;3321310;4;20081013 01:09;P;;;;;;
D;097;3321310;4;20081013 01:09;V;;;;;;
B;097;3399926;5;20081013 01:09;;;;DWYERS RIDGE RD;MORUYA;2537;1.106;H;20070919;20080919;240000;R;V;VACANT LAND;;LV;;0;AE240557;
C;097;3399926;5;20081013 01:09;7/1128851;
D;097;3399926;5;20081013 01:09;P;;;;;;
D;097;3399926;5;20081013 01:09;P;;;;;;
D;097;3399926;5;20081013 01:09;V;;;;;;
B;097;3405396;6;20081013 01:09;;;30;WENTWORTH AVE;SUNSHINE BAY;2536;700;M;20080611;20081001;183500;;V;VACANT LAND;;;;0;AE245735;
C;097;3405396;6;20081013 01:09;412/1129712;
D;097;3405396;6;20081013 01:09;P;;;;;;
D;097;3405396;6;20081013 01:09;P;;;;;;
D;097;3405396;6;20081013 01:09;V;;;;;;
B;097;1000630;7;20081013 01:09;;;40;CATALINA DR;CATALINA;2536;1314;M;20080814;20080925;330000;A;R;RESIDENCE;;YP;;0;AE244153;
C;097;1000630;7;20081013 01:09;92/244150;
D;097;1000630;7;20081013 01:09;P;;;;;;
D;097;1000630;7;20081013 01:09;V;;;;;;
B;097;1000865;8;20081013 01:09;;;86;COUNTRY CLUB DR;CATALINA;2536;664.3;M;20080829;20080926;225000;A;R;RESIDENCE;;XF;;0;AE239962;
C;097;1000865;8;20081013 01:09;223/245485;
D;097;1000865;8;20081013 01:09;P;;;;;;
D;097;1000865;8;20081013 01:09;P;;;;;;
D;097;1000865;8;20081013 01:09;V;;;;;;
D;097;1000865;8;20081013 01:09;V;;;;;;
B;097;1001254;9;20081013 01:09;;6;1;DRINNAN CL;SURF BEACH;2536;;;20080922;20080930;185000;;R;RESIDENCE;6;;;0;AE250293;
C;097;1001254;9;20081013 01:09;6/SP21366;
D;097;1001254;9;20081013 01:09;P;;;;;;
D;097;1001254;9;20081013 01:09;V;;;;;;
B;097;1001576;10;20081013 01:09;;;25;EXPLORERS WAY;SURF BEACH;2536;731.8;M;20080909;20080909;266667;A;R;RESIDENCE;;XY;;0;AE250988;
C;097;1001576;10;20081013 01:09;394/249466;
D;097;1001576;10;20081013 01:09;P;;;;;;
D;097;1001576;10;20081013 01:09;P;;;;;;
D;097;1001576;10;20081013 01:09;V;;;;;;
D;097;1001576;10;20081013 01:09;V;;;;;;
D;097;1001576;10;20081013 01:09;V;;;;;;
D;097;1001576;10;20081013 01:09;V;;;;;;
D;097;1001576;10;20081013 01:09;V;;;;;;
D;097;1001576;10;20081013 01:09;V;;;;;;
