A;303;20081215 05:44;VALNET;
B;303;1718276;1;20081215 05:44;;;249;ARTHUR ST;GRAFTON;2460;1214;M;20081022;20081126;205000;A;R;RESIDENCE;;EB;;0;AE362740;
C;303;1718276;1;20081215 05:44;6/18488;
D;303;1718276;1;20081215 05:44;P;;;;;;
D;303;1718276;1;20081215 05:44;P;;;;;;
D;303;1718276;1;20081215 05:44;V;;;;;;
D;303;1718276;1;20081215 05:44;V;;;;;;
B;303;1720914;2;20081215 05:44;;;7;GARDENIA WAY;SOUTH GRAFTON;2460;642;M;20080929;20081107;150000;A;R;RESIDENCE;;EF;;0;AE359715;
C;303;1720914;2;20081215 05:44;1007/1072185;
D;303;1720914;2;20081215 05:44;P;;;;;;
D;303;1720914;2;20081215 05:44;P;;;;;;
D;303;1720914;2;20081215 05:44;V;;;;;;
D;303;1720914;2;20081215 05:44;V;;;;;;
B;303;1723709;3;20081215 05:44;;;280;QUEEN ST;GRAFTON;2460;556.4;M;20081021;20081126;217000;A;R;RESIDENCE;;ED;;0;AE365956;
C;303;1723709;3;20081215 05:44;1/744356;
D;303;1723709;3;20081215 05:44;P;;;;;;
D;303;1723709;3;20081215 05:44;P;;;;;;
D;303;1723709;3;20081215 05:44;V;;;;;;
B;303;1718599;4;20081215 05:44;;;20;BELLEVUE ST;SOUTH GRAFTON;2460;538.7;M;20081023;20081128;195000;A;R;RESIDENCE;;AD;;0;AE369398;
C;303;1718599;4;20081215 05:44;93/12619;
D;303;1718599;4;20081215 05:44;P;;;;;;
D;303;1718599;4;20081215 05:44;V;;;;;;
D;303;1718599;4;20081215 05:44;V;;;;;;
B;303;1719156;5;20081215 05:44;;;6;BOWTELL AVE;GRAFTON;2460;584.3;M;20081016;20081103;270000;A;R;RESIDENCE;;ED;;0;AE356959;
C;303;1719156;5;20081215 05:44;5/18755;
D;303;1719156;5;20081215 05:44;P;;;;;;
D;303;1719156;5;20081215 05:44;P;;;;;;
D;303;1719156;5;20081215 05:44;V;;;;;;
D;303;1719156;5;20081215 05:44;V;;;;;;
B;303;1719255;6;20081215 05:44;;;18;BRICKWORKS LANE;SOUTH GRAFTON;2460;2023;M;20080926;20081128;165000;I;R;RESIDENCE;;FL;;0;AE367277;
C;303;1719255;6;20081215 05:44;1E/22798;
D;303;1719255;6;20081215 05:44;P;;;;;;
D;303;1719255;6;20081215 05:44;P;;;;;;
D;303;1719255;6;20081215 05:44;V;;;;;;
D;303;1719255;6;20081215 05:44;V;;;;;;
B;303;1724741;7;20081215 05:44;;;23;TYSON ST;SOUTH GRAFTON;2460;822;M;20081028;20081125;165000;A;R;RESIDENCE;;AD;;0;AE359312;
C;303;1724741;7;20081215 05:44;7/781169;
D;303;1724741;7;20081215 05:44;P;;;;;;
D;303;1724741;7;20081215 05:44;P;;;;;;
D;303;1724741;7;20081215 05:44;V;;;;;;
B;303;1724910;8;20081215 05:44;;;81;VICTORIA ST;GRAFTON;2460;553.9;M;20080812;20080926;300000;B;3;COMMERCIAL;;CB;;0;AE363164;
C;303;1724910;8;20081215 05:44;11/792039;
D;303;1724910;8;20081215 05:44;P;;;;;;
D;303;1724910;8;20081215 05:44;V;;;;;;
B;303;1722455;9;20081215 05:44;;;19;MOORHEAD DR;SOUTH GRAFTON;2460;608.5;M;20081029;20081126;232000;A;R;RESIDENCE;;EF;;0;AE361311;
C;303;1722455;9;20081215 05:44;21/264495;
D;303;1722455;9;20081215 05:44;P;;;;;;
D;303;1722455;9;20081215 05:44;P;;;;;;
D;303;1722455;9;20081215 05:44;V;;;;;;
B;303;1763718;10;20081215 05:44;;;8;HOGAN ST;ILUKA;2466;676.6;M;20081017;20081114;285000;A;R;RESIDENCE;;LJ;;0;AE367908;
C;303;1763718;10;20081215 05:44;105/31411;
D;303;1763718;10;20081215 05:44;P;;;;;;
D;303;1763718;10;20081215 05:44;V;;;;;;
B;303;1763922;11;20081215 05:44;;;26;MICALO ST;ILUKA;2466;1037;M;20081020;20081121;475000;A;R;RESIDENCE;;AB;;0;AE353863;
C;303;1763922;11;20081215 05:44;11/44743;
D;303;1763922;11;20081215 05:44;P;;;;;;
D;303;1763922;11;20081215 05:44;V;;;;;;
D;303;1763922;11;20081215 05:44;V;;;;;;
B;303;1764058;12;20081215 05:44;;;42;RIVERVIEW ST;ILUKA;2466;824.6;M;20081017;20081124;375000;A;R;RESIDENCE;;AB;;0;AE356881;
C;303;1764058;12;20081215 05:44;10/259316;
D;303;1764058;12;20081215 05:44;P;;;;;;
D;303;1764058;12;20081215 05:44;P;;;;;;
D;303;1764058;12;20081215 05:44;V;;;;;;
B;303;1770118;13;20081215 05:44;;2;38;THE HALYARD;YAMBA;2464;;;20081016;20081125;310000;;R;RESIDENCE;2;;;0;AE362253;
C;303;1770118;13;20081215 05:44;2/SP40282;
D;303;1770118;13;20081215 05:44;P;;;;;;
D;303;1770118;13;20081215 05:44;P;;;;;;
D;303;1770118;13;20081215 05:44;V;;;;;;
B;303;1802818;14;20081215 05:44;;;47;MULLIGAN DR;WATERVIEW HEIGHTS;2460;8600;M;20080707;20081121;365000;R;R;RESIDENCE;;SW;;0;AE357855;
C;303;1802818;14;20081215 05:44;20/243566;
D;303;1802818;14;20081215 05:44;P;;;;;;
D;303;1802818;14;20081215 05:44;P;;;;;;
D;303;1802818;14;20081215 05:44;V;;;;;;
B;303;1801886;15;20081215 05:44;;;828;COOMBADJHA RD;JACKADGERY;2460;111.9;H;20081018;20081118;140000;P;R;RESIDENCE;;XF;;0;AE361918;
C;303;1801886;15;20081215 05:44;60/753524;
D;303;1801886;15;20081215 05:44;P;;;;;;
