A;149;20081013 01:13;VALNET;
B;149;1663498;1;20081013 01:13;;;178;BOGGY CREEK RD;BELLINGEN;2454;49.37;H;20080910;20080924;150000;R;R;RESIDENCE;;RQ;;25;AE248103;
C;149;1663498;1;20081013 01:13;11/835785;
D;149;1663498;1;20081013 01:13;P;;;;;;
D;149;1663498;1;20081013 01:13;P;;;;;;
D;149;1663498;1;20081013 01:13;P;;;;;;
D;149;1663498;1;20081013 01:13;P;;;;;;
D;149;1663498;1;20081013 01:13;P;;;;;;
D;149;1663498;1;20081013 01:13;P;;;;;;
D;149;1663498;1;20081013 01:13;V;;;;;;
D;149;1663498;1;20081013 01:13;V;;;;;;
D;149;1663498;1;20081013 01:13;V;;;;;;
D;149;1663498;1;20081013 01:13;V;;;;;;
D;149;1663498;1;20081013 01:13;V;;;;;;
D;149;1663498;1;20081013 01:13;V;;;;;;
D;149;1663498;1;20081013 01:13;V;;;;;;
D;149;1663498;1;20081013 01:13;V;;;;;;
D;149;1663498;1;20081013 01:13;V;;;;;;
D;149;1663498;1;20081013 01:13;V;;;;;;
D;149;1663498;1;20081013 01:13;V;;;;;;
D;149;1663498;1;20081013 01:13;V;;;;;;
D;149;1663498;1;20081013 01:13;V;;;;;;
D;149;1663498;1;20081013 01:13;V;;;;;;
D;149;1663498;1;20081013 01:13;V;;;;;;
D;149;1663498;1;20081013 01:13;V;;;;;;
D;149;1663498;1;20081013 01:13;V;;;;;;
D;149;1663498;1;20081013 01:13;V;;;;;;
Z;28;1;1;24;
