A;083;20080922 01:06;VALNET;
B;083;680707;1;20080922 01:06;;;4;LOT LANE;HUNTERS HILL;2110;534.8;M;20080517;20080820;1846000;A;R;RESIDENCE;;EC;;0;AE177915;
C;083;680707;1;20080922 01:06;2/395498;
D;083;680707;1;20080922 01:06;P;;;;;;
D;083;680707;1;20080922 01:06;P;;;;;;
D;083;680707;1;20080922 01:06;V;;;;;;
D;083;680707;1;20080922 01:06;V;;;;;;
B;083;679813;2;20080922 01:06;;5;15;FERRY ST;HUNTERS HILL;2110;;;20080725;20080905;840000;;R;RESIDENCE;5;;;0;AE205442;
C;083;679813;2;20080922 01:06;5/SP3951;
D;083;679813;2;20080922 01:06;P;;;;;;
D;083;679813;2;20080922 01:06;P;;;;;;
D;083;679813;2;20080922 01:06;V;;;;;;
B;083;679368;3;20080922 01:06;;;12 C;CRESCENT ST;HUNTERS HILL;2110;1127;M;20080808;20080903;9200000;A;R;RESIDENCE;;EH;;0;AE201429;
C;083;679368;3;20080922 01:06;12/881541;
D;083;679368;3;20080922 01:06;P;;;;;;
D;083;679368;3;20080922 01:06;V;;;;;;
D;083;679368;3;20080922 01:06;V;;;;;;
B;083;679369;4;20080922 01:06;;;12 A;CRESCENT ST;HUNTERS HILL;2110;1233;M;20080808;20080903;9200000;A;R;RESIDENCE;;EH;;0;AE201429;
C;083;679369;4;20080922 01:06;11/881541;
D;083;679369;4;20080922 01:06;P;;;;;;
D;083;679369;4;20080922 01:06;V;;;;;;
D;083;679369;4;20080922 01:06;V;;;;;;
B;083;680046;5;20080922 01:06;;25;43;GLADESVILLE RD;HUNTERS HILL;2110;;;20080826;20080901;320000;;R;RESIDENCE;25;;;0;AE197757;
C;083;680046;5;20080922 01:06;25/SP33100;
D;083;680046;5;20080922 01:06;P;;;;;;
D;083;680046;5;20080922 01:06;V;;;;;;
B;083;680827;6;20080922 01:06;;;18;MAKINSON ST;GLADESVILLE;2111;499.5;M;20080729;20080905;856000;A;R;RESIDENCE;;EA;;0;AE202519;
C;083;680827;6;20080922 01:06;64/17742;
D;083;680827;6;20080922 01:06;P;;;;;;
D;083;680827;6;20080922 01:06;V;;;;;;
B;083;681229;7;20080922 01:06;;;53;MILLING ST;HUNTERS HILL;2110;631.6;M;20080524;20080724;1020000;A;R;RESIDENCE;;EA;;0;AE204147;
C;083;681229;7;20080922 01:06;8/9423;
D;083;681229;7;20080922 01:06;P;;;;;;
D;083;681229;7;20080922 01:06;V;;;;;;
B;083;681606;8;20080922 01:06;;1;4;PASSY AVE;HUNTERS HILL;2110;;;20080801;20080905;775000;;R;RESIDENCE;1;;;0;AE211051;
C;083;681606;8;20080922 01:06;1/SP3507;
D;083;681606;8;20080922 01:06;P;;;;;;
D;083;681606;8;20080922 01:06;P;;;;;;
D;083;681606;8;20080922 01:06;V;;;;;;
D;083;681606;8;20080922 01:06;V;;;;;;
B;083;681708;9;20080922 01:06;;;127;PITTWATER RD;HUNTERS HILL;2110;467.9;M;20080715;20080908;745000;A;R;RESIDENCE;;EB;;0;AE205914;
C;083;681708;9;20080922 01:06;D/384720;
D;083;681708;9;20080922 01:06;P;;;;;;
D;083;681708;9;20080922 01:06;P;;;;;;
D;083;681708;9;20080922 01:06;V;;;;;;
D;083;681708;9;20080922 01:06;V;;;;;;
B;083;681897;10;20080922 01:06;;;4;RESERVE ST;HUNTERS HILL;2110;605.7;M;20080607;20080828;1470000;A;R;RESIDENCE;;EA;;0;AE210778;
C;083;681897;10;20080922 01:06;14/D/13260;
D;083;681897;10;20080922 01:06;P;;;;;;
D;083;681897;10;20080922 01:06;P;;;;;;
D;083;681897;10;20080922 01:06;V;;;;;;
D;083;681897;10;20080922 01:06;V;;;;;;
D;083;681897;10;20080922 01:06;V;;;;;;
B;083;681902;11;20080922 01:06;;;9;RESERVE ST;HUNTERS HILL;2110;594.4;M;20080812;20080812;18300;A;R;RESIDENCE;;EA;;4;AE204352;
C;083;681902;11;20080922 01:06;19/D/13260;
D;083;681902;11;20080922 01:06;P;;;;;;
D;083;681902;11;20080922 01:06;V;;;;;;
D;083;681902;11;20080922 01:06;V;;;;;;
D;083;681902;11;20080922 01:06;V;;;;;;
Z;60;11;11;36;
