A;088;20080915 01:07;VALNET;
B;088;2848006;1;20080915 01:07;;19;287;MILITARY RD;CREMORNE;2090;;;20080701;20080822;129250;;3;COMMERCIAL;37;;;0;AE182499;
C;088;2848006;1;20080915 01:07;37/SP64303;
D;088;2848006;1;20080915 01:07;P;;;;;;
D;088;2848006;1;20080915 01:07;P;;;;;;
D;088;2848006;1;20080915 01:07;V;;;;;;
B;088;3060868;2;20080915 01:07;;30;114;CABRAMATTA RD;CREMORNE;2090;;;20080710;20080821;580000;;R;RESIDENCE;30;;;0;AE193368;
C;088;3060868;2;20080915 01:07;30/SP71826;
D;088;3060868;2;20080915 01:07;P;;;;;;
D;088;3060868;2;20080915 01:07;V;;;;;;
B;088;3162849;3;20080915 01:07;;201;34;OXLEY ST;ST LEONARDS;2065;;;20080721;20080901;320000;;R;RESIDENCE;23;;;0;AE194184;
C;088;3162849;3;20080915 01:07;23/SP74219;
D;088;3162849;3;20080915 01:07;P;;;;;;
D;088;3162849;3;20080915 01:07;V;;;;;;
B;088;3378545;4;20080915 01:07;;3;12;CREMORNE RD;CREMORNE POINT;2090;;;20080503;20080903;3625000;;R;RESIDENCE;3;;;0;AE190085;
C;088;3378545;4;20080915 01:07;3/SP80426;
D;088;3378545;4;20080915 01:07;P;;;;;;
D;088;3378545;4;20080915 01:07;V;;;;;;
B;088;3389516;5;20080915 01:07;;3;331;MILLER ST;CAMMERAY;2062;;;20080513;20080801;650000;;R;RESIDENCE;3;;;0;AE188151;
C;088;3389516;5;20080915 01:07;3/SP80751;
D;088;3389516;5;20080915 01:07;P;;;;;;
D;088;3389516;5;20080915 01:07;V;;;;;;
D;088;3389516;5;20080915 01:07;V;;;;;;
B;088;3389516;6;20080915 01:07;;17;331;MILLER ST;CAMMERAY;2062;;;20070719;20080620;495000;;R;RESIDENCE;17;;;0;AE185329;
C;088;3389516;6;20080915 01:07;17/SP80751;
D;088;3389516;6;20080915 01:07;P;;;;;;
D;088;3389516;6;20080915 01:07;P;;;;;;
D;088;3389516;6;20080915 01:07;V;;;;;;
D;088;3389516;6;20080915 01:07;V;;;;;;
B;088;3389516;7;20080915 01:07;;30;331;MILLER ST;CAMMERAY;2062;;;20070628;20080630;460000;;R;RESIDENCE;30;;;0;AE185299;
C;088;3389516;7;20080915 01:07;30/SP80751;
D;088;3389516;7;20080915 01:07;P;;;;;;
D;088;3389516;7;20080915 01:07;V;;;;;;
D;088;3389516;7;20080915 01:07;V;;;;;;
B;088;3396708;8;20080915 01:07;;208;22;CLARKE ST;CROWS NEST;2065;;;20080530;20080826;400000;;R;RESIDENCE;13;;;0;AE184632;
C;088;3396708;8;20080915 01:07;13/SP80874;
D;088;3396708;8;20080915 01:07;P;;;;;;
D;088;3396708;8;20080915 01:07;P;;;;;;
D;088;3396708;8;20080915 01:07;V;;;;;;
B;088;768962;9;20080915 01:07;;1;339 A;ALFRED ST N;NEUTRAL BAY;2089;;;20080715;20080826;288000;;R;RESIDENCE;1;;;0;AE186357;
C;088;768962;9;20080915 01:07;1/SP11065;
D;088;768962;9;20080915 01:07;P;;;;;;
D;088;768962;9;20080915 01:07;V;;;;;;
B;088;771652;10;20080915 01:07;;6;85;BEN BOYD RD;NEUTRAL BAY;2089;;;20080825;20080825;575000;;R;RESIDENCE;6;;;0;AE184286;
C;088;771652;10;20080915 01:07;6/SP13430;
D;088;771652;10;20080915 01:07;P;;;;;;
D;088;771652;10;20080915 01:07;P;;;;;;
D;088;771652;10;20080915 01:07;V;;;;;;
B;088;772234;11;20080915 01:07;;14;98;BEN BOYD RD;NEUTRAL BAY;2089;;;20080709;20080820;427500;;R;RESIDENCE;14;;;0;AE185477;
C;088;772234;11;20080915 01:07;14/SP61709;
D;088;772234;11;20080915 01:07;P;;;;;;
D;088;772234;11;20080915 01:07;V;;;;;;
B;088;777551;12;20080915 01:07;;48;2;CROWS NEST RD;WAVERTON;2060;;;20080723;20080903;880000;;R;RESIDENCE;48;;;0;AE196341;
C;088;777551;12;20080915 01:07;48/SP5637;
D;088;777551;12;20080915 01:07;P;;;;;;
D;088;777551;12;20080915 01:07;V;;;;;;
