A;214;20080825 01:14;VALNET;
B;214;2155366;1;20080825 01:14;;;16;APPLETREE GR;OAKHURST;2761;451.2;M;20080717;20080808;505000;A;R;RESIDENCE;;DX;;0;AE151467;
C;214;2155366;1;20080825 01:14;28/856337;
D;214;2155366;1;20080825 01:14;P;;;;;;
D;214;2155366;1;20080825 01:14;V;;;;;;
B;214;2161117;2;20080825 01:14;;;37;BOUCHET CRES;MINCHINBURY;2770;704.7;M;20080503;20080801;465000;A;R;RESIDENCE;;DZ;;0;AE152590;
C;214;2161117;2;20080825 01:14;7030/718095;
D;214;2161117;2;20080825 01:14;P;;;;;;
D;214;2161117;2;20080825 01:14;P;;;;;;
D;214;2161117;2;20080825 01:14;V;;;;;;
D;214;2161117;2;20080825 01:14;V;;;;;;
B;214;2164201;3;20080825 01:14;;;40;BUTIA WAY;STANHOPE GARDENS;2768;453.7;M;20080513;20080623;430000;A;R;RESIDENCE;;DS;;0;AE144832;
C;214;2164201;3;20080825 01:14;16/869158;
D;214;2164201;3;20080825 01:14;P;;;;;;
D;214;2164201;3;20080825 01:14;V;;;;;;
D;214;2164201;3;20080825 01:14;V;;;;;;
B;214;2161653;4;20080825 01:14;;;8;BRAMBLE PL;WHALAN;2770;663.9;M;20080701;20080812;185000;A;R;RESIDENCE;;EB;;0;AE153598;
C;214;2161653;4;20080825 01:14;1379/242249;
D;214;2161653;4;20080825 01:14;P;;;;;;
D;214;2161653;4;20080825 01:14;V;;;;;;
B;214;2167832;5;20080825 01:14;;;36;CHEVIOT ST;MOUNT DRUITT;2770;449.6;M;20080623;20080807;325000;A;R;RESIDENCE;;EB;;0;AE148305;
C;214;2167832;5;20080825 01:14;5/255149;
D;214;2167832;5;20080825 01:14;P;;;;;;
D;214;2167832;5;20080825 01:14;V;;;;;;
D;214;2167832;5;20080825 01:14;V;;;;;;
B;214;2156730;6;20080825 01:14;;;66;AUSTRALORP AVE;SEVEN HILLS;2147;592.6;M;20080613;20080725;407000;A;R;RESIDENCE;;DA;;0;AE125335;
C;214;2156730;6;20080825 01:14;100/805653;
D;214;2156730;6;20080825 01:14;P;;;;;;
D;214;2156730;6;20080825 01:14;P;;;;;;
D;214;2156730;6;20080825 01:14;V;;;;;;
D;214;2156730;6;20080825 01:14;V;;;;;;
B;214;2154387;7;20080825 01:14;;;47;AMAZON RD;SEVEN HILLS;2147;556.4;M;20080619;20080731;327500;A;R;RESIDENCE;;DA;;0;AE154761;
C;214;2154387;7;20080825 01:14;22/239233;
D;214;2154387;7;20080825 01:14;P;;;;;;
D;214;2154387;7;20080825 01:14;V;;;;;;
B;214;2166167;8;20080825 01:14;;;42;CARMAN ST;SCHOFIELDS;2762;684.8;M;20080618;20080730;345000;A;R;RESIDENCE;;EC;;0;AE130277;
C;214;2166167;8;20080825 01:14;14/253615;
D;214;2166167;8;20080825 01:14;P;;;;;;
D;214;2166167;8;20080825 01:14;V;;;;;;
B;214;2189908;9;20080825 01:14;;;14;HURON PL;SEVEN HILLS;2147;809.4;M;20080618;20080718;415000;A;R;RESIDENCE;;DA;;0;AE146729;
C;214;2189908;9;20080825 01:14;58/228813;
D;214;2189908;9;20080825 01:14;P;;;;;;
D;214;2189908;9;20080825 01:14;P;;;;;;
D;214;2189908;9;20080825 01:14;V;;;;;;
D;214;2189908;9;20080825 01:14;V;;;;;;
B;214;2200771;10;20080825 01:14;;14;34;LUXFORD RD;MOUNT DRUITT;2770;;;20080628;20080811;145000;;R;RESIDENCE;14;;;0;AE148048;
C;214;2200771;10;20080825 01:14;14/SP33439;
D;214;2200771;10;20080825 01:14;P;;;;;;
D;214;2200771;10;20080825 01:14;V;;;;;;
B;214;2171122;11;20080825 01:14;;;24;CRESTVIEW DR;GLENWOOD;2768;591.4;M;20080608;20080808;465000;A;R;RESIDENCE;;AA;;0;AE145759;
C;214;2171122;11;20080825 01:14;605/855317;
D;214;2171122;11;20080825 01:14;P;;;;;;
D;214;2171122;11;20080825 01:14;P;;;;;;
D;214;2171122;11;20080825 01:14;V;;;;;;
D;214;2171122;11;20080825 01:14;V;;;;;;
B;214;2200958;12;20080825 01:14;;;45;LUZON AVE;LETHBRIDGE PARK;2770;569.1;M;20080620;20080808;192500;A;R;RESIDENCE;;EB;;0;AE145370;
C;214;2200958;12;20080825 01:14;119/238571;
D;214;2200958;12;20080825 01:14;P;;;;;;
D;214;2200958;12;20080825 01:14;V;;;;;;
B;214;2190406;13;20080825 01:14;;2;11;HYTHE ST;MOUNT DRUITT;2770;;;20080721;20080811;185000;;R;RESIDENCE;2;;;0;AE146631;
C;214;2190406;13;20080825 01:14;2/SP34625;
D;214;2190406;13;20080825 01:14;P;;;;;;
D;214;2190406;13;20080825 01:14;V;;;;;;
D;214;2190406;13;20080825 01:14;V;;;;;;
B;214;2193236;14;20080825 01:14;;;22;JUSTIN PL;QUAKERS HILL;2763;325;M;20080619;20080807;297500;A;R;RESIDENCE;;DS;;0;AE151553;
C;214;2193236;14;20080825 01:14;1/817976;
D;214;2193236;14;20080825 01:14;P;;;;;;
D;214;2193236;14;20080825 01:14;V;;;;;;
B;214;2203925;15;20080825 01:14;;;14;MARIEANNE PL;MINCHINBURY;2770;2079;M;20080429;20080520;1600000;I;3;INDUSTRIAL/CO;;FG;;0;AE147106;
C;214;2203925;15;20080825 01:14;209/717993;
D;214;2203925;15;20080825 01:14;P;;;;;;
D;214;2203925;15;20080825 01:14;V;;;;;;
B;214;2169030;16;20080825 01:14;;;97;COLEBEE CRES;HASSALL GROVE;2761;550.1;M;20080424;20080812;268500;A;R;RESIDENCE;;DX;;0;AE153657;
C;214;2169030;16;20080825 01:14;3115/805287;
D;214;2169030;16;20080825 01:14;P;;;;;;
D;214;2169030;16;20080825 01:14;P;;;;;;
D;214;2169030;16;20080825 01:14;V;;;;;;
B;214;2187923;17;20080825 01:14;;;58;HEREWARD HWY;BLACKTOWN;2148;557.48;M;20080626;20080807;270000;A;R;RESIDENCE;;DN;;0;AE147780;
C;214;2187923;17;20080825 01:14;182/30823;
D;214;2187923;17;20080825 01:14;P;;;;;;
D;214;2187923;17;20080825 01:14;P;;;;;;
D;214;2187923;17;20080825 01:14;V;;;;;;
D;214;2187923;17;20080825 01:14;V;;;;;;
B;214;2182816;18;20080825 01:14;;;27;GASMATA CRES;WHALAN;2770;562.8;M;20080602;20080722;186000;A;R;RESIDENCE;;EB;;0;AE139983;
C;214;2182816;18;20080825 01:14;334/239623;
D;214;2182816;18;20080825 01:14;P;;;;;;
D;214;2182816;18;20080825 01:14;V;;;;;;
B;214;2207027;19;20080825 01:14;;;24;MILLARD CRES;PLUMPTON;2761;309.5;M;20080505;20080718;310000;A;R;RESIDENCE;;DX;;0;AE149271;
C;214;2207027;19;20080825 01:14;361/876600;
D;214;2207027;19;20080825 01:14;P;;;;;;
D;214;2207027;19;20080825 01:14;P;;;;;;
D;214;2207027;19;20080825 01:14;V;;;;;;
D;214;2207027;19;20080825 01:14;V;;;;;;
B;214;2172117;20;20080825 01:14;;;1;DALE GR;HEBERSHAM;2770;592.1;M;20080519;20080808;270000;A;R;RESIDENCE;;EB;;0;AE147203;
C;214;2172117;20;20080825 01:14;7/841177;
D;214;2172117;20;20080825 01:14;P;;;;;;
D;214;2172117;20;20080825 01:14;P;;;;;;
D;214;2172117;20;20080825 01:14;V;;;;;;
D;214;2172117;20;20080825 01:14;V;;;;;;
B;214;2196323;21;20080825 01:14;;;24;KOOMOOLOO CRES;SHALVEY;2770;592;M;20080729;20080729;115000;A;R;RESIDENCE;;EB;;0;AE132873;
C;214;2196323;21;20080825 01:14;91/255726;
D;214;2196323;21;20080825 01:14;P;;;;;;
D;214;2196323;21;20080825 01:14;V;;;;;;
B;214;2201670;22;20080825 01:14;;;24;MCINTOSH ST;KINGS PARK;2148;696.77;M;20080707;20080808;435000;A;R;RESIDENCE;;DR;;0;AE152623;
C;214;2201670;22;20080825 01:14;261/14579;
D;214;2201670;22;20080825 01:14;P;;;;;;
D;214;2201670;22;20080825 01:14;P;;;;;;
D;214;2201670;22;20080825 01:14;V;;;;;;
D;214;2201670;22;20080825 01:14;V;;;;;;
B;214;2207085;23;20080825 01:14;;;27;MILLER ST;MOUNT DRUITT;2770;1012;M;20080628;20080811;302000;A;R;RESIDENCE;;EA;;0;AE151758;
C;214;2207085;23;20080825 01:14;29/W/2042;
D;214;2207085;23;20080825 01:14;P;;;;;;
D;214;2207085;23;20080825 01:14;V;;;;;;
B;214;2177770;24;20080825 01:14;;;15;EMMANUEL TCE;GLENWOOD;2768;367.5;M;20080527;20080808;435000;A;R;RESIDENCE;;AA;;0;AE151675;
C;214;2177770;24;20080825 01:14;3221/883736;
D;214;2177770;24;20080825 01:14;P;;;;;;
D;214;2177770;24;20080825 01:14;P;;;;;;
D;214;2177770;24;20080825 01:14;V;;;;;;
D;214;2177770;24;20080825 01:14;V;;;;;;
B;214;2185963;25;20080825 01:14;;;3;HALSLEY ST;HASSALL GROVE;2761;701.1;M;20080721;20080731;399000;A;R;RESIDENCE;;DX;;0;AE152459;
C;214;2185963;25;20080825 01:14;1306/818693;
D;214;2185963;25;20080825 01:14;P;;;;;;
D;214;2185963;25;20080825 01:14;P;;;;;;
D;214;2185963;25;20080825 01:14;V;;;;;;
B;214;2204742;26;20080825 01:14;;;33;MAWSON RD;TREGEAR;2770;701.9;M;20080611;20080725;216000;A;R;RESIDENCE;;EB;;0;AE148783;
C;214;2204742;26;20080825 01:14;130/238598;
D;214;2204742;26;20080825 01:14;P;;;;;;
D;214;2204742;26;20080825 01:14;V;;;;;;
B;214;2177971;27;20080825 01:14;;;16;EQUESTRIAN ST;GLENWOOD;2768;620.2;M;20080627;20080725;597500;A;R;RESIDENCE;;AA;;0;AE145611;
C;214;2177971;27;20080825 01:14;422/1008756;
D;214;2177971;27;20080825 01:14;P;;;;;;
D;214;2177971;27;20080825 01:14;P;;;;;;
D;214;2177971;27;20080825 01:14;V;;;;;;
D;214;2177971;27;20080825 01:14;V;;;;;;
D;214;2177971;27;20080825 01:14;V;;;;;;
D;214;2177971;27;20080825 01:14;V;;;;;;
B;214;2202246;28;20080825 01:14;;;26;MAGELLAN AVE;LETHBRIDGE PARK;2770;682.9;M;20080702;20080808;218000;A;R;RESIDENCE;;EB;;0;AE145397;
C;214;2202246;28;20080825 01:14;153/238619;
D;214;2202246;28;20080825 01:14;P;;;;;;
D;214;2202246;28;20080825 01:14;V;;;;;;
B;214;2189050;29;20080825 01:14;;;66;HOLBECHE RD;ARNDELL PARK;2148;772.8;M;20080630;20080801;737000;I;3;;;FA;;0;AE147037;
C;214;2189050;29;20080825 01:14;102/827117;
D;214;2189050;29;20080825 01:14;P;;;;;;
D;214;2189050;29;20080825 01:14;V;;;;;;
D;214;2189050;29;20080825 01:14;V;;;;;;
B;214;2194341;30;20080825 01:14;;;22;KENTIA CT;STANHOPE GARDENS;2768;360;M;20080623;20080811;420000;A;R;RESIDENCE;;DS;;0;AE151352;
C;214;2194341;30;20080825 01:14;1123/845434;
D;214;2194341;30;20080825 01:14;P;;;;;;
D;214;2194341;30;20080825 01:14;P;;;;;;
D;214;2194341;30;20080825 01:14;V;;;;;;
D;214;2194341;30;20080825 01:14;V;;;;;;
B;214;2175526;31;20080825 01:14;;;86;DUCKMALLOIS AVE;BLACKTOWN;2148;701.9;M;20080618;20080730;303000;A;R;RESIDENCE;;DN;;0;AE146080;
C;214;2175526;31;20080825 01:14;63/30281;
D;214;2175526;31;20080825 01:14;P;;;;;;
D;214;2175526;31;20080825 01:14;P;;;;;;
D;214;2175526;31;20080825 01:14;P;;;;;;
D;214;2175526;31;20080825 01:14;V;;;;;;
B;214;2197168;32;20080825 01:14;;32;81;LALOR RD;QUAKERS HILL;2763;;;20080620;20080808;285000;;R;RESIDENCE;32;;;0;AE144287;
C;214;2197168;32;20080825 01:14;32/SP49256;
D;214;2197168;32;20080825 01:14;P;;;;;;
D;214;2197168;32;20080825 01:14;V;;;;;;
B;214;2181198;33;20080825 01:14;;;5;FOX HILLS CRES;PROSPECT;2148;606.9;M;20080812;20080812;145000;A;R;RESIDENCE;;DL;;0;AE146313;
C;214;2181198;33;20080825 01:14;2/253829;
D;214;2181198;33;20080825 01:14;P;;;;;;
D;214;2181198;33;20080825 01:14;V;;;;;;
D;214;2181198;33;20080825 01:14;V;;;;;;
D;214;2181198;33;20080825 01:14;V;;;;;;
D;214;2181198;33;20080825 01:14;V;;;;;;
B;214;2205513;34;20080825 01:14;;;4;MEMA PL;QUAKERS HILL;2763;557.7;M;20080422;20080613;415000;A;R;RESIDENCE;;DT;;0;AE146036;
C;214;2205513;34;20080825 01:14;108/258959;
D;214;2205513;34;20080825 01:14;P;;;;;;
D;214;2205513;34;20080825 01:14;P;;;;;;
D;214;2205513;34;20080825 01:14;V;;;;;;
D;214;2205513;34;20080825 01:14;V;;;;;;
B;214;2184047;35;20080825 01:14;;;92;GLENWOOD PARK DR;GLENWOOD;2768;550;M;20080628;20080808;501000;A;R;RESIDENCE;;AA;;0;AE146401;
C;214;2184047;35;20080825 01:14;5083/869326;
D;214;2184047;35;20080825 01:14;P;;;;;;
D;214;2184047;35;20080825 01:14;P;;;;;;
D;214;2184047;35;20080825 01:14;V;;;;;;
B;214;2181621;36;20080825 01:14;;;178;FREDERICK ST;LALOR PARK;2147;562.8;M;20080715;20080715;330000;A;R;RESIDENCE;;DA;;0;AE149657;
C;214;2181621;36;20080825 01:14;81/216851;
D;214;2181621;36;20080825 01:14;P;;;;;;
D;214;2181621;36;20080825 01:14;V;;;;;;
D;214;2181621;36;20080825 01:14;V;;;;;;
D;214;2181621;36;20080825 01:14;V;;;;;;
B;214;2203140;37;20080825 01:14;;;27;MANILA RD;LETHBRIDGE PARK;2770;600.7;M;20080618;20080811;206000;A;R;RESIDENCE;;EB;;0;AE153728;
C;214;2203140;37;20080825 01:14;267/239177;
D;214;2203140;37;20080825 01:14;P;;;;;;
D;214;2203140;37;20080825 01:14;V;;;;;;
B;214;2224773;38;20080825 01:14;;;32;SAIDOR RD;WHALAN;2770;561.94;M;20080624;20080805;800000;A;R;RESIDENCE;;EB;;0;AE143231;
C;214;2224773;38;20080825 01:14;101/227610;
D;214;2224773;38;20080825 01:14;P;;;;;;
