A;RTSALEDATA;234;20160104 01:24;VALNET;
B;234;2613608;1;20160104 01:24;;;507;BERYL ST;BROKEN HILL;2880;537.5;M;20151110;20151222;115000;R1;R;RESIDENCE;;AAZ;;0;AK90540;
C;234;2613608;1;20160104 01:24;1/543068;
D;234;2613608;1;20160104 01:24;P;;;;;;
D;234;2613608;1;20160104 01:24;V;;;;;;
B;234;2623529;2;20160104 01:24;;;83 A;AIRPORT RD;BROKEN HILL;2880;5.16;H;20150702;20151127;262000;E4;R;RESIDENCE;;EEL;;0;AK62871;
C;234;2623529;2;20160104 01:24;5844/757298 Western Land Lease 3359;
D;234;2623529;2;20160104 01:24;P;;;;;;
D;234;2623529;2;20160104 01:24;V;;;;;;
D;234;2623529;2;20160104 01:24;V;;;;;;
B;234;2613230;3;20160104 01:24;;;89;ARGENT ST;BROKEN HILL;2880;543.8;M;20150911;20151009;35000;B2;V;VACANT LAND;;BHA;;0;AJ994899;
C;234;2613230;3;20160104 01:24;A/367340 1/943216;
D;234;2613230;3;20160104 01:24;P;;;;;;
D;234;2613230;3;20160104 01:24;P;;;;;;
D;234;2613230;3;20160104 01:24;V;;;;;;
Z;16;3;3;8;
