A;RTSALEDATA;021;20160314 01:12;VALNET;
B;021;3391492;1;20160314 01:12;;;;BRIAL RD;BOOROWA;2586;6.247;H;20160210;20160222;355000;RU1;R;RESIDENCE;;BHC;;0;AK247446;
C;021;3391492;1;20160314 01:12;1/1127589 PART OF STRATHMORE WILDLIFE REFUGE;
D;021;3391492;1;20160314 01:12;P;;;;;;
D;021;3391492;1;20160314 01:12;V;;;;;;
D;021;3391492;1;20160314 01:12;V;;;;;;
B;021;3914281;2;20160314 01:12;;;;MEWBURN ST;RUGBY;2583;1.212;H;20160201;20160226;244000;;R;RESIDENCE;;;;0;AK262854;
C;021;3914281;2;20160314 01:12;8, 9, 10, 15, 16, 17/1/2025;
D;021;3914281;2;20160314 01:12;P;;;;;;
D;021;3914281;2;20160314 01:12;P;;;;;;
D;021;3914281;2;20160314 01:12;P;;;;;;
D;021;3914281;2;20160314 01:12;V;;;;;;
Z;13;2;2;7;
