A;RTSALEDATA;233;20160516 01:18;VALNET;
B;233;2612631;1;20160516 01:18;;;;CHALMER ST;ANGLEDOOL;2834;2023;M;20160209;20160422;20000;RU1;3;CHURCH;;RZB;;0;AK420615;
C;233;2612631;1;20160516 01:18;3/5/2749;
D;233;2612631;1;20160516 01:18;P;;;;;;
D;233;2612631;1;20160516 01:18;P;;;;;;
D;233;2612631;1;20160516 01:18;V;;;;;;
B;233;2612938;2;20160516 01:18;MUNDIWA;;;;BREWARRINA;2839;11212;H;20151222;20160315;2950000;RU1;3;FARM LAND;;RGB;;0;AK366686;
C;233;2612938;2;20160516 01:18;5/755040 1852/763638 3887/766360 6168/769013 Western Land Lease 1432 W;
C;233;2612938;2;20160516 01:18;estern Land Lease 7534;
D;233;2612938;2;20160516 01:18;P;;;;;;
D;233;2612938;2;20160516 01:18;P;;;;;;
D;233;2612938;2;20160516 01:18;P;;;;;;
D;233;2612938;2;20160516 01:18;V;;;;;;
D;233;2612938;2;20160516 01:18;V;;;;;;
B;233;2613135;3;20160516 01:18;;;;;BREWARRINA;2839;7.84;H;20151222;20160315;2950000;RU1;3;FARM LAND;;RWC;;0;AK366686;
C;233;2613135;3;20160516 01:18;4198/766765 Western Land Lease 12749;
D;233;2613135;3;20160516 01:18;P;;;;;;
D;233;2613135;3;20160516 01:18;P;;;;;;
D;233;2613135;3;20160516 01:18;P;;;;;;
D;233;2613135;3;20160516 01:18;V;;;;;;
D;233;2613135;3;20160516 01:18;V;;;;;;
D;233;2613135;3;20160516 01:18;V;;;;;;
D;233;2613135;3;20160516 01:18;V;;;;;;
Z;24;3;4;15;
